COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⲕⲁⲕⲟⲇⲟⲝⲓⲁ,['31'],[],[],[]
ⲇⲓⲱⲕⲉⲓⲛ,['35'],[],"['ⲇⲓⲕⲓⲛ', 'ⲇⲓⲏⲕⲓⲛ', 'ⲇⲓⲱⲕⲓⲛ']",[]
ⲇⲣⲁⲕⲱⲛ,['31'],[],['ⲇⲁⲕⲱⲛ'],[]
ⲥⲁⲧⲁⲛⲁⲥ,['32'],[],"['ⲡⲥⲁⲧⲁⲛⲁⲥ', 'ⲡⲥⲁⲇⲁⲛⲁⲥ', 'ⲡⲓⲥⲁⲧⲁⲛⲁⲥ', 'ⲡⲓⲥⲁⲇⲁⲛⲁⲥ', 'ⲥⲁⲇⲁⲛⲁⲥ']",[]
ⲏⲇⲏ ,['39'],[' (ϩⲏⲇⲏ)'],"['ⲏⲇⲏ', 'ϩⲏⲇⲏ']",[]
ⲁⲡⲓⲥⲧⲟⲥ,['34'],[],[],[]
ⲟⲩⲕⲟⲩⲛ̂ interrog ,['36'],[],['ⲟⲩⲕⲟⲩⲛ'],"[' ""so then...?""']"
ⲃⲓⲟⲥ,['31'],[],[],[]
ⲕⲁⲧⲁⲇⲓⲕⲁⲍⲉⲓⲛ,['35'],[],['ⲕⲁⲧⲁⲇⲓⲕⲁⲍⲓⲛ'],[]
ⲕⲁⲧⲟⲣⲑⲱⲙⲁ,['31'],[],"['ⲕⲁⲧⲱⲣⲑⲱⲙⲁ', 'ⲕⲁⲑⲟⲣⲑⲱⲙⲁ', 'ⲕⲁⲑⲁⲣⲧⲱⲙⲁ']",[]
ⲟⲥⲡⲉⲣ,['40'],[],['ⲟⲡⲉⲣ'],[]
ⲙⲁⲑⲟⲩⲓ ,['1'],[],['ⲙⲁⲑⲟⲩⲓ'],"[' ""poison""']"
ⲙⲟⲩϫⲧ ,['5'],[],"['ⲙⲟϫⲧϥ', 'ⲙⲟϫⲧⲥ', 'ⲙⲟϫⲧⲟⲩ', 'ⲙⲟⲩϫⲧ', 'ⲙⲟϫⲧ']","[' ""mix""']"
ϣⲟⲃⲓ ,['1'],[],['ϣⲟⲃⲓ'],"[' ""disguised, hypocrite""']"
ϣⲉⲃⲓⲟ (*) ,['5'],[],"['ϣⲉⲃⲓⲟϥ', 'ϣⲉⲃⲓⲟⲥ', 'ϣⲉⲃⲓⲱⲟⲩ', 'ϣⲉⲃⲓⲏⲟⲩⲧ', 'ϣⲉⲃⲓⲏⲧⲟⲩ', 'ϣⲉⲃⲓⲏⲧϥ', 'ϣⲉⲃⲓⲏⲧⲥ', 'ϣⲉⲃⲓⲉ', 'ϣⲉⲃⲓⲟ', 'ϣⲉⲃⲓⲱ']","[' ""change""']"
ϣⲁϥⲉ ,['1'],[],"['ϭⲁϥⲏ', 'ϣⲁϥⲏ', 'ϣⲁϥⲏⲟⲩ', 'ϣⲁϥⲉⲩ', 'ϣⲁϥⲉ']","[' ""desert""']"
ϣⲟⲩⲟ ,['5'],[],"['ϣⲟⲩⲱϥ', 'ϣⲟⲩⲟϥ', 'ϣⲟⲩⲱⲥ', 'ϣⲟⲩⲟⲥ', 'ϣⲟⲩⲉ', 'ϣⲟⲩⲓⲧ', 'ϣⲟⲩⲟ', 'ϣⲟⲩ', 'ϣⲟⲩⲱⲟⲩ']","[' ""pour, empty""']"
ϫⲱϣ ,['5'],[],"['ϫⲉⲥ', 'ϫⲱⲥ', 'ϫⲟϣϥ', 'ϫⲟϣⲥ', 'ϫⲟϣⲟⲩ', 'ϫⲏϣ', 'ϫⲉϣ', 'ϫⲱϣ']","[' ""pour, melt, mix""']"
ϭⲱⲗⲡ ,['5'],[],"['ϭⲟⲗⲡϥ', 'ϭⲱⲗⲡ']","[' ""create""']"
ϭⲱⲗⲡ ,['1'],[],['ϭⲱⲗⲡ'],"[' ""veranda""']"
ϭⲱⲣⲡ ,['5'],[],"['ϫⲱⲣⲡ', 'ϣⲱⲣⲡ', 'ϭⲟⲣⲡϥ', 'ϭⲟⲣⲡⲥ', 'ϭⲟⲣⲡⲟⲩ', 'ϭⲱⲣⲡ', 'ϭⲟⲣⲡ']","[' ""open up, uncover""']"
ϭⲱⲣⲡ ,['5'],[],"['ϫⲱⲣⲡ', 'ϭⲟⲣⲡϥ', 'ϭⲟⲣⲡⲥ', 'ϭⲟⲣⲡⲟⲩ', 'ϭⲱⲣⲡ']","[' ""nip off""']"
ⲗⲱⲥ ,['5'],[],"['ⲗⲉⲥ', 'ⲗⲁⲥϥ', 'ⲗⲁⲥⲟⲩ', 'ⲗⲱⲥ', 'ⲗⲁⲥ']","[' ""bruise, crush""']"
ϩⲱϯ ,['1'],[],['ϩⲱϯ'],"[' ""(it is) necessary""']"
ⲡⲁⲗⲓⲛ,['39'],[],"['ⲡⲁⲗⲗⲓⲛ', 'ⲡⲁⲗⲓ']",[]
"ⲉⲣⲉⲛ-, ⲉⲣⲱ⸗",['8'],[],"['ⲉⲣⲱⲓ', 'ⲉⲣⲱϥ', 'ⲉⲣⲱⲥ', 'ⲉⲣⲱⲛ', 'ⲉⲣⲱⲕ', 'ⲉⲣⲱ', 'ⲉⲣⲉⲛ', 'ⲉϩⲣⲉⲛ', 'ⲉϩⲣⲉⲙ', 'ⲉⲣⲱⲟⲩ']",[]
ϩⲙⲉ ,['1'],[],"['ⲉϩⲙⲉ', 'ⲉϩⲙⲉ', 'ϩⲙⲏ', 'ϩⲙⲏ', 'ⲁⲙⲉ', 'ⲁⲙⲉ', 'ϩⲙ', 'ϩⲙ', 'ϩⲙⲉ', 'ϩⲙⲉ', 'ⲙ']","[' ""forty""']"
ϣⲓϯ ,['5'],[],"['ϣⲁⲧⲧ', 'ϣⲁⲧⲧⲉⲛ', 'ϣⲉⲧϥ', 'ϣⲉⲧⲥ', 'ϣⲉⲧⲧⲉⲛ', 'ϣⲉⲧⲕ', 'ϣⲉⲧⲟⲩ', 'ϣⲉⲧ', 'ϣⲁⲧ', 'ϣⲓϯ', 'ϣⲁⲧϥ', 'ϣⲁⲧⲥ', 'ϣⲁⲧⲉⲛ', 'ϣⲁⲧⲕ', 'ϣⲁⲧⲟⲩ', 'ϣⲁⲧⲉ']","[' ""(make) leap, gush, vomit""']"
ϣⲓϯ (*) ,['5'],[],['ϣⲓϯ'],"[' ""dig""']"
ⲙⲡⲉⲥϣⲉ ,['5'],[],['ⲙⲡⲉⲥϣⲉ'],"[' ""it is not fitting""']"
ϭⲱϧⲉⲙ ,['5'],[],"['ϫⲁϧⲉⲙ', 'ϫⲱϧⲉⲙ', 'ϭⲁϧⲙⲉϥ', 'ϭⲁϧⲙⲉⲥ', 'ϭⲁϧⲙⲟⲩ', 'ϭⲁϧⲉⲙ', 'ϭⲱϧⲉⲙ', 'ϫⲁϩⲙⲉϥ', 'ϫⲁϩⲙⲉⲥ', 'ϫⲁϩⲙⲟⲩ', 'ϫⲱϩⲉⲙ', 'ϫⲁϩⲉⲙ']","[' ""defile""']"
ⲕⲁⲧⲏⲅⲟⲣⲓⲁ,['31'],[],"['ⲕⲁⲧⲓⲅⲱⲣⲓⲁ', 'ⲕⲁⲧⲓⲅⲟⲣⲓⲁ']",[]
ϣⲱⲣⲡ ,['1'],[],"['ϣⲁϣⲟⲣⲡ', 'ⲛϣⲱⲣⲡ', 'ϣⲱⲣⲡ', 'ϣⲱⲣⲡ', 'ⲛϣⲟⲣⲡ', 'ϣⲟⲣⲡ']","[' ""early morning""']"
ϣⲱⲣⲡ ,['5'],[],"['ϣⲟⲣⲡⲉⲛ', 'ϣⲟⲣⲡⲧⲉⲛ', 'ϣⲟⲣⲡⲓ', 'ϣⲟⲣⲡϥ', 'ϣⲟⲣⲡⲟⲩ', 'ϣⲟⲣⲡⲧ', 'ϣⲟⲣⲡⲥ', 'ϣⲟⲣⲡⲕ', 'ϣⲉⲣⲡ', 'ϣⲱⲣⲡ']","[' ""cause to be early""']"
ⲁⲓⲧⲓⲁ ,['31'],[' (ⲉⲧⲓⲁ)'],"['ⲉⲧⲓⲁ', 'ⲉϫⲓⲁ']",[]
ⲥⲃⲉ ,['1'],[],['ⲥⲃⲉ'],"[' ""door""']"
ⲁⲩⲗⲏ,['31'],[],['ⲁⲩⲗⲏⲟⲩ'],[]
ⲙⲛⲟⲩⲧ ,['1'],[],"['ⲉⲙⲛⲟⲩⲧ', 'ⲙⲛⲟⲩⲧ']","[' ""porter, doorkeeper""']"
ϧⲣⲱⲟⲩ ,['1'],[],"['ϧⲣⲟⲟⲩ', 'ϩⲣⲱⲟⲩ', 'ⲭⲁⲣⲁ', 'ϧⲁⲣⲁ', 'ϧⲣⲱⲟⲩ']","[' ""sound, noise""']"
ⲫⲱⲧ ,['5'],[],"['ⲡⲟⲧ', 'ⲫⲱⲧ', 'ⲫⲏⲧ']","[' ""flee, run""']"
ⲩⲡⲏⲣⲉⲧⲏⲥ ,['31'],[' (ϩⲩⲡⲏⲣⲉⲧⲏⲥ)'],"['ⲩⲡⲏⲣⲉⲧⲏⲥ', 'ⲩⲡⲉⲣⲉⲧⲏⲥ', 'ϩⲩⲡⲉⲣⲏⲧⲏⲥ', 'ϩⲏⲡⲉⲣⲉⲧⲏⲥ', 'ϩⲩⲡⲉⲣⲉⲧⲏⲥ', 'ϩⲩⲡⲏⲣⲉⲧⲏⲥ']",[]
ⲉⲣϧⲟⲧ ,['1'],[],"['ⲉⲣϩⲱⲧ', 'ⲉⲣϧⲱⲧ', 'ⲉⲣϩⲟⲧ', 'ⲉⲣϧⲟⲧ']","[' ""blow, wound""']"
ⲁⲛⲛⲁⲥ,['32'],[],['ⲁⲛⲛⲁ'],[]
ⲕⲁⲓⲁⲫⲁⲥ,['32'],[],"['ⲕⲁⲓⲁⲫⲁ', 'ⲕⲁⲓⲫⲁⲓ', 'ⲕⲁⲓⲫⲁ']",[]
ⲁⲗⲉⲕⲧⲱⲣ,['31'],[],[],[]
ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ praetorium,['31'],[],['ⲡⲣⲉⲧⲱⲣⲓⲟⲛ'],[]
ⲡⲓⲗⲁⲧⲟⲥ,['32'],[],[],[]
ⲃⲁⲣⲁⲃⲃⲁⲥ,['32'],[],"['ⲃⲁⲣⲁⲃⲃⲁⲛ', 'ⲃⲁⲣⲁⲙⲃⲁⲥ']",[]
ⲙⲁⲥⲧⲓⲅⲟⲩⲛ,['35'],[],"['ⲙⲁⲥⲧⲓⲅⲅⲟⲓⲛ', 'ⲙⲁⲥⲧⲓⲅⲅⲓⲛ', 'ⲙⲁⲥⲧⲓⲅⲟⲓⲛ']",[]
"ⲭⲁⲓⲣⲉ, ⲭⲁⲓⲣⲉⲓⲛ",['35'],[],"['ⲭⲁⲓⲣⲉ', 'ⲭⲉⲣⲉⲧⲉ', 'ⲭⲉⲣⲉ']",[]
ⲫⲟⲣⲉⲓⲛ,['35'],[],['ⲫⲟⲣⲓⲛ'],[]
ⲙⲡϣⲁ ,['5'],[],"['ⲉⲙⲥⲍⲁ', 'ⲉⲡϣⲁ', 'ⲉⲙϣⲁ', 'ⲙϣⲁ', 'ⲉⲙⲡϣⲁ', 'ⲙⲡϣⲁ']","[' ""be worthy""']"
ⲱϫⲉⲃ ,['5'],[],"['ⲟϫⲉⲃ', 'ⲱϫϥ', 'ⲱϫⲉⲃ', 'ⲱϥϫ']","[' ""be cold""']"
ⲥⲟⲩⲓⲛ ,['1'],[],"['ⲥⲟⲩⲓⲛ', 'ⲥⲟⲩⲏⲛ']","[' ""well-known (person)""']"
ⲥⲱⲛϩ ,['5'],[],"['~ⲱⲛϩ', 'ⲥⲟⲛϩⲉⲛ', 'ⲥⲟⲛϩϥ', 'ⲥⲟⲛϩⲥ', 'ⲥⲟⲛϩⲟⲩ', 'ⲥⲉⲛϩ', 'ⲥⲱⲛϩ', 'ⲥⲟⲛϩ']","[' ""bind""']"
ⲧⲣⲟⲡ ,['1'],[],['ⲧⲣⲟⲡ'],"[' ""blow, slap""']"
ⲧϧⲙⲟ ,['5'],[],"['ⲧϩⲉⲙⲙⲟϥ', 'ⲧϩⲉⲙⲙⲱⲟⲩ', 'ⲧϩⲉⲙⲙⲟⲥ', 'ⲧϩⲙⲟ', 'ⲧⲉⲙϩⲟ', 'ⲧϧⲙⲟⲙ', 'ⲑϧⲙⲟϥ', 'ⲑϧⲙⲱⲟⲩ', 'ⲑϧⲙⲟⲥ', 'ⲧⲉⲙϩⲉ', 'ⲧϩⲉⲙⲙⲟ', 'ⲑϧⲙⲟ', 'ⲑⲉⲙⲙⲟ', 'ⲧϧⲉⲙⲙⲟ', 'ⲧϧⲙⲟ']","[' ""warm, heat""']"
ϣⲱⲛⲧ ,['5'],[],"['ϣⲁⲛⲧ', 'ϣⲁⲛⲑ', 'ϣⲉⲛⲧ', 'ϣⲟⲛⲧ', 'ϣⲱⲛⲧ']","[' ""plait""']"
ⲭⲗⲟⲙ ,['1'],[],['ⲭⲗⲟⲙ'],"[' ""wreath, crown""']"
ϫⲱⲗ (ⲕⲱⲗ) ,['5'],[],"['ϫⲟⲗⲧⲉⲛ', 'ϫⲉⲗ', 'ⲕⲟⲗϥ', 'ⲕⲟⲗⲥ', 'ⲕⲱⲗ', 'ⲕⲟⲗⲟⲩ', 'ϫⲟⲗⲧ', 'ϫⲟⲗⲕ', 'ϫⲟⲗⲓ', 'ⲕⲏⲗ', 'ⲕⲉⲗ', 'ϫⲟⲗϥ', 'ϫⲟⲗⲥ', 'ϫⲟⲗⲟⲩ', 'ϫⲏⲗ', 'ϫⲱⲗ']","[' ""return, deny""']"
ϫⲱⲗ ,['5'],[],"['ϫⲟⲗⲧⲉⲛ', 'ϫⲉⲗ', 'ϫⲟⲗⲧ', 'ϫⲟⲗⲕ', 'ϫⲟⲗⲓ', 'ϫⲁⲗ', 'ϫⲟⲗϥ', 'ϫⲟⲗⲥ', 'ϫⲟⲗⲟⲩ', 'ϫⲏⲗ', 'ⲁⲩϫⲱⲗ', 'ϫⲟⲗ', 'ϫⲱⲗ']","[' ""clothe, cover""']"
ϫⲟⲗ ,['1'],[],"['ϫⲟⲗ', 'ϫⲱⲗ']","[' ""flat cake, loaf""']"
ϭⲏϫⲓ ,['1'],[],"['ϫⲏϫⲏ', 'ϭⲏϫⲏ', 'ϭⲏϫⲓ', 'ϫⲏϫⲓ']","[' ""purple (dye)""']"
ϭⲱⲙ ,['1'],[],"['ϭⲱⲙ', 'ϫⲱⲙ']","[' ""garden, vineyard""']"
ⲣⲏϯ] ,['1'],[' (demonstr. nominals)'],['ⲡⲁⲓⲣⲏϯ'],[]
ϩⲟⲙϩⲉⲙ ,['5'],[],"['ϩⲉⲙϩⲱⲙ', 'ϩⲉⲙϩⲱⲙⲧ', 'ϩⲉⲙϩⲱⲙⲕ', 'ϩⲉⲙϩⲱⲙⲓ', 'ϩⲉⲙϩⲱⲙϥ', 'ϩⲉⲙϩⲱⲙⲥ', 'ϩⲉⲙϩⲱⲙⲟⲩ', 'ϩⲉⲙϩⲉⲙ', 'ϩⲟⲙϩⲉⲙ', 'ϧⲉⲙϧⲱⲙϥ', 'ϧⲉⲙϧⲱⲙⲥ', 'ϧⲉⲙϧⲱⲙⲟⲩ', 'ϧⲟⲙϧⲉⲙ']","[' ""tread, trample""']"
ⲙⲁϧⲧ ,['1'],[],['ⲙⲁϧⲧ'],"[' ""bowels""']"
ⲓⲛⲓ ,['1'],[],['ⲓⲛⲓ'],"[' ""pleasant""']"
ϣⲁⲩ ,['1'],[],['ϣⲁⲩ'],"[' ""measure, extent""']"
ϣⲁⲩ ,['1'],[],['ϣⲁⲩ'],"[' ""trunk, stump, piece""']"
ϣⲃⲱⲃⲓ ,['1'],[],['ϣⲃⲱⲃⲓ'],"[' ""throat""']"
ϩⲱⲃ ,['5'],[],"['ⲱⲃ', 'ϩⲉⲃ', 'ϩⲱⲃ']","[' ""send""']"
ⲙⲏⲓ] ⲧⲁⲫⲙⲏⲓ ,['1'],[],"['ⲛⲧⲁⲫⲙⲉⲓ', 'ⲛⲧⲁⲫⲙⲏⲓ', 'ⲧⲁⲫⲙⲏⲓ', 'ⲧⲁⲫⲙⲏⲓ', 'ⲧⲁⲫⲙⲉⲓ', 'ⲧⲁⲫⲙⲉⲓ']","[' ""true""']"
ⲟⲡⲱⲥ ,['37'],[' (ϩⲟⲡⲱⲥ)'],"['ϩⲱⲡⲱⲥ', 'ϩⲟⲡⲟⲥ', 'ⲟⲡⲱⲥ', 'ⲟⲡⲟⲥ', 'ϩⲟⲡⲱⲥ', 'ϩⲱⲡⲟⲥ']",[]
ⲡⲉⲧⲣⲁ,['31'],[],[],[]
ⲥⲕⲉⲡⲁⲍⲉⲓⲛ,['35'],[],['ⲥⲕⲉⲡⲁⲍⲓⲛ'],[]
"ⲥⲁⲙⲉⲛϩⲉ(ⲛ)-, ⲥⲁⲙⲉⲛϩⲏ⸗",['8'],[],"['ⲥⲁⲙⲉⲛϩⲏ', 'ⲛⲥⲁⲙⲉⲛϩⲏϥ', 'ⲛⲥⲁⲙⲉⲛϩⲏⲟⲩ', 'ⲛⲥⲁⲙⲉⲛϩⲏⲥ', 'ⲥⲁⲙⲉⲛϩⲏϥ', 'ⲥⲁⲙⲉⲛϩⲏⲟⲩ', 'ⲥⲁⲙⲉⲛϩⲏⲥ', 'ⲥⲁⲙⲉⲛϩⲉⲛ', 'ⲥⲁⲙⲉⲛϩⲏⲛ', 'ⲥⲁⲙⲉⲛϩⲏⲕ', 'ⲥⲁⲙⲉⲛϩⲏⲓ', 'ⲥⲁⲙⲉⲛϩⲉ']",[]
ⲭⲟⲗ ,['1'],[],['ⲭⲟⲗ'],"[' ""hole""']"
ϣⲉⲛϩⲏⲧ ,['5'],[],"['ϣⲉⲛϩⲑⲏϥ', 'ϣⲉⲛϩⲑⲏⲟⲩ', 'ϣⲉⲛϩⲑⲏⲥ', 'ϣⲉⲛϩⲑⲏⲕ', 'ϣⲉⲛϩⲏⲧ']","[' ""be deeply moved"" Jn 11']"
ϣⲉⲛϩⲏⲧ ,['5'],[],"['ϣⲉⲛϩⲑⲏϥ', 'ϣⲉⲛϩⲑⲏⲟⲩ', 'ϣⲉⲛϩⲑⲏⲥ', 'ϣⲉⲛϩⲑⲏⲕ', 'ϣⲉⲛϩⲏⲧ', 'ϣⲁⲛⲁ', 'ϣⲁⲛ']","[' ""have mercy""']"
ⲙⲙⲟⲛ ,['6'],[],"['ⲉⲙⲙⲟⲛ', 'ⲛⲙⲟⲛ', 'ⲙⲟⲛ', 'ⲙⲙⲟⲛ']","[' ""else"" (or neg apodot?)']"
ⲥⲕⲏⲛⲏ,['31'],[],['ⲥⲕⲩⲛⲏ'],[]
ⲇⲱⲣⲟⲛ,['31'],[],"['ⲧⲱⲣⲟⲛ', 'ⲇⲟⲣⲟⲛ']",[]
ⲁϭⲛⲓ ,['1'],[],['ⲁϭⲛⲓ'],"[' ""blemish, stain""']"
"ϩⲓⲣⲉⲛ-, ϩⲓⲣⲱ⸗",['8'],[],"['ϩⲓⲣⲱϥ', 'ϩⲓⲣⲱⲟⲩ', 'ϩⲓⲣⲱⲥ', 'ϩⲓⲣⲱⲛ', 'ϩⲓⲣⲉⲛ', 'ϩⲓⲣⲉⲙ', 'ϩⲓⲣⲱⲕ', 'ϩⲓⲣⲱⲓ']",[]
ϫⲟϥϫⲉϥ ,['5'],[],"['ϫⲉϥϫⲱϥϥ', 'ϫⲉϥϫⲱϥⲥ', 'ϫⲉϥϫⲱϥⲟⲩ', 'ϫⲉϥϫⲱϥ', 'ϫⲟϥϫⲉϥ']","[' ""burn, cook""']"
ϭⲗⲓⲗ ,['1'],[],"['ϫⲗⲓⲗ', 'ϭⲗⲓⲗ']","[' ""whole-, burnt-offering""']"
ⲟⲩⲟϩⲉⲙ] ⲟⲩⲁϩⲉⲙ- ,['5'],[' (preverbal)'],"['ⲟⲩⲉϩⲉⲙ', 'ⲟⲩⲟϩⲉⲙ', 'ⲟⲩⲁϩⲉⲙ']",[]
ⲙⲛⲟⲧ ,['1'],[],"['ⲉⲙⲛⲟϯ', 'ⲉⲙⲛⲟⲧ', 'ⲙⲛⲟϯ', 'ⲙⲛⲟⲧ']","[' ""breast""']"
ⲁⲗⲗⲟⲩ ,['1'],[],"['ⲁⲗⲗⲟⲩ', 'ⲁⲗⲟⲩ']","[' ""pupil (of eye)""']"
ⲓⲃⲓ ,['5'],[],"['ⲓϥⲓ', 'ⲟⲃⲓ', 'ⲓⲃⲓ']","[' ""be thirsty""']"
ⲙⲟϯ ,['1'],[],['ⲙⲟϯ'],"[' ""neck, shoulders""']"
ⲙⲟϩ ,['1'],[],"['ⲙⲟϩ', 'ⲙⲁϩ', 'ⲙⲁϩ']","[' ""nest, brood, cubicle""']"
ⲓⲟⲡⲏ ,['1'],[],"['ⲓⲉⲃⲙ', '~ⲉⲃ', 'ⲓⲉⲫ', 'ⲓⲉⲃⲛ', 'ⲓⲉⲡ', '~ⲏⲃ', 'ⲓⲏⲃ', 'ⲓⲉⲃ', 'ⲓⲟⲡⲓ', 'ⲓⲟⲡⲏ', 'ϩⲓⲏⲃ']","[' ""craft, art, occupation""']"
ⲓⲉⲃ ,['1'],[],"['~ⲉⲃ', 'ⲓⲉⲡ', '~ⲏⲃ', 'ⲓⲏⲃ', 'ⲓⲉⲃ']","[' ""hoof""']"
ⲁϧⲱⲙ ,['1'],[],"['ⲁϩⲱⲙ', 'ⲁϧⲱⲙ']","[' ""eagle""']"
ⲉⲃⲓⲱ ,['1'],[],['ⲉⲃⲓⲱ'],"[' ""honey""']"
ⲱⲇⲏ ,['31'],[' (ϩⲱⲇⲏ)'],"['ⲱⲇⲏ', 'ϩⲱⲇⲉ', 'ϩⲟⲇⲏ', 'ϩⲱⲇⲏ']",[]
ⲁⲅⲣⲱⲥⲧⲓⲥ ,['31'],"[' (ⲁⲕⲣⲟⲥⲧⲉⲛ B4,-ⲑⲉⲛ B5)']","['ⲁⲕⲣⲟⲥⲧⲉⲛ', 'ⲁⲅⲣⲟⲥⲧⲉⲛ', 'ⲁⲕⲣⲟⲥⲑⲉⲛ']",[]
ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ,['31'],[],[],[]
ⲕⲁⲩⲙⲁ,['31'],[],[],[]
ⲃⲁⲣⲏⲓⲧ ,['1'],[],"['ⲃⲁⲣⲉⲓⲧ', 'ⲃⲁⲣⲏⲟⲩⲧ', 'ⲃⲁⲣⲏⲓⲧ']","[' ""he-goat""']"
ⲏⲡⲓ ,['1'],[],"['ⲏⲃⲓ', 'ⲏⲡⲓ']","[' ""number""']"
ⲑⲣⲏⲃ ,['1'],[],['ⲑⲣⲏⲃ'],"[' ""kick""']"
ⲑⲟϣ ,['1'],[],"['ⲑⲟϣ', 'ⲑⲱϣ']","[' ""border, district""']"
ⲓⲱϯ ,['1'],[],"['ⲉⲓⲟⲧⲓ', '~ⲟϯ', 'ϩⲓⲟϯ', 'ⲓⲟⲧⲓ', 'ⲓⲱϯ', 'ⲓⲟϯ']","[' ""dew""']"
ⲁⲣⲏⲃ ,['1'],[],"['ⲁⲣⲏⲡ', 'ⲣⲏⲃ', 'ⲁⲣⲏⲃ']","[' ""pledge""']"
ⲕⲱⲗϫ ,['5'],[],"['ⲕⲟⲗϫϯ', 'ⲕⲟⲗϫϥ', 'ⲕⲟⲗϫⲥ', 'ⲕⲟⲗϫⲟⲩ', 'ⲕⲟⲗϫ', 'ⲕⲱⲗϫ', 'ⲕⲉⲗϫ']","[' ""bend, twist""']"
ⲕⲉⲛⲓ ,['5'],[],"['ⲕⲉⲛⲓⲱⲟⲩⲧ', 'ⲕⲉⲛⲓ']","[' ""be fat""']"
ⲕⲟϩ ,['1'],[],['ⲕⲟϩ'],"[' ""angle, corner, point""']"
ⲙⲃⲟⲛ ,['5'],[],"['ⲉⲛⲃⲟⲛ', 'ⲉⲙⲃⲟⲛ', 'ⲙⲃⲟⲛ']","[' ""be wroth""']"
ⲙⲁⲥⲓ ,['1'],[],['ⲙⲁⲥⲓ'],"[' ""calf, bull""']"
ⲛⲓϥ ,['1'],[],"['ⲛⲓϥ', 'ⲛⲓϥⲓ']","[' ""breath""']"
ϫⲟⲛⲥ ,['9'],[],"['ϫⲟⲛⲥ', 'ⲛϫⲟⲛⲥ']","[' ""violence""']"
ⲣⲱϣ ,['5'],[],"['ⲣⲁϣⲧ', 'ⲣⲁϣⲕ', 'ⲣⲁϣⲥ', 'ⲣⲁϣⲟⲩ', 'ⲣⲁϣϥ', 'ⲣⲱϣ']","[' ""measure""']"
ⲣⲱϣⲓ ,['5'],[],"['ⲣⲟⲩⲥⲍⲓ', 'ⲣⲁϣⲧ', 'ⲣⲁϣⲕ', 'ⲣⲁϣⲧϥ', 'ⲣⲁϣⲧⲥ', 'ⲣⲁϣⲧⲟⲩ', 'ⲣⲁϣⲥ', 'ⲣⲉϣ', 'ⲣⲁϣ', 'ⲣⲱϣⲓ', 'ⲣⲁϣⲟⲩ', 'ⲣⲁϣϥ', 'ⲣⲁϣⲓ']","[' ""suffice""']"
ⲥⲟⲩⲟ ,['1'],[],['ⲥⲟⲩⲟ'],"[' ""corn, wheat""']"
ⲧⲉⲙⲙⲟ ,['5'],[],"['ⲙⲁⲧⲉⲙⲙⲱⲟⲩ', 'ⲙⲁⲧⲉⲙⲙⲟⲥ', 'ⲙⲁⲧⲉⲙⲙⲟ', 'ⲧⲉⲙⲙⲟⲧⲏⲥ', 'ⲧⲉⲙⲙⲟⲛ', 'ⲧⲉⲙⲙⲟⲕ', 'ⲧⲉⲙⲙⲟⲓ', 'ⲧⲙⲟ', 'ⲙⲁⲧⲉⲙⲙⲟϥ', 'ⲧⲉⲙⲙⲟϥ', 'ⲧⲉⲙⲙⲱⲟⲩ', 'ⲧⲉⲙⲙⲟⲥ', 'ⲧⲉⲙⲟ', 'ⲧⲉⲙⲙⲟ']","[' ""feed, nourish""']"
ⲧⲉⲛϩ ,['1'],[],['ⲧⲉⲛϩ'],"[' ""wing""']"
ⲟⲩⲱϣⲥ ,['5'],[],"['~ⲱϣⲥ', 'ⲟⲩⲟϣⲥ', 'ⲟⲩⲉϣⲥ', 'ⲟⲩⲱϣⲥ']","[' ""make wide, broad""']"
ⲱⲓⲗⲓ ,['1'],[],"['ⲱⲓⲗⲓ', 'ⲟⲓⲗⲓ']","[' ""ram""']"
ⲱⲧ ,['1'],[],"['ⲱⲧ', 'ⲟⲩⲱⲧ']","[' ""fat""']"
ⲭⲟϩ ,['5'],[],['ⲭⲟϩ'],"[' ""be envious, zealous""']"
ⲫⲱⲣϣ ,['5'],[],"['ⲫⲟⲣϫⲉⲛ', 'ⲫⲟⲣϣⲧ', 'ⲫⲟⲣϣⲕ', 'ⲫⲟⲣϣⲓ', 'ⲫⲟⲗϫ', 'ⲫⲉⲣϫ', 'ⲫⲟⲣϣϥ', 'ⲫⲟⲣϣⲥ', 'ⲫⲟⲣϣⲟⲩ', 'ⲫⲉⲣϣ', 'ⲫⲟⲣϣ', 'ⲫⲱⲣϣ', 'ⲫⲟⲣϫⲥ', 'ⲫⲟⲣϫϥ', 'ⲫⲟⲣϫⲧ', 'ⲫⲟⲣϫⲕ', 'ⲫⲟⲣϫⲟⲩ', 'ⲫⲟⲣϫ', 'ⲫⲱⲣϫ']","[' ""spread, stretch""']"
