COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⲛⲁⲃⲟⲩⲭⲟⲇⲟⲛⲟⲥⲟⲣ,['32'],[],"['ⲛⲁⲃⲟⲭⲟⲇⲟⲛⲟⲥⲟⲣ', '~ⲁⲃⲟⲩⲭⲟⲇⲟⲛⲟⲥⲟⲣ']",[]
ⲥⲁⲙⲟⲩⲏⲗ,['32'],[],[],[]
ⲥⲉⲩⲏⲣⲓⲁⲛⲟⲥ,['32'],[],[],[]
ⲥⲟⲗⲟⲙⲏ,['32'],[],[],[]
ⲥⲧⲉⲫⲁⲛⲟⲥ,['32'],[],"['ⲥⲉⲧⲫⲁⲛⲟⲥ', 'ⲥⲧⲉⲫⲁⲛⲟⲩ', 'ⲥⲧⲉⲫⲁⲛⲟⲩ']",[]
ⲥⲉⲛⲁⲭⲏⲣⲉⲓⲙ,['32'],[],"['ⲥⲉⲛⲁⲭⲁⲣⲓⲙ', 'ⲥⲩⲛⲁⲭⲁⲣⲓⲙ']",[]
ⲧⲓⲃⲉⲣⲓⲟⲥ,['32'],[],['ϯⲃⲉⲣⲓⲟⲥ'],[]
ⲇⲏⲙⲏⲧⲣⲓⲟⲥ,['32'],[],['ⲧⲓⲙⲏⲧⲣⲓⲟⲥ'],[]
ⲫⲓⲗⲟⲑⲉⲟⲥ,['32'],[],"['ⲫⲟⲓⲗⲟⲑⲉⲟⲥ', 'ⲫⲓⲗⲟⲑⲉⲟⲩ', 'ⲫⲓⲑ']",[]
ⲭⲁⲏⲗ,['32'],[],['ⲭⲁⲁⲗ'],[]
ⲱⲥⲏⲉ,['32'],[],['ⲱⲥⲓⲉ'],[]
ϣⲓⲏⲧ,['33'],[],"['ϣⲏⲏⲧ', 'ϣⲓϩⲏⲧ']",[]
ϣⲙⲟⲩⲛ,['33'],[],[],[]
ⲓⲧⲟⲩⲣⲁⲓⲁ ,['33'],[' (ϩⲓⲇⲟⲩⲣⲉⲁ)'],"['ϩⲓⲇⲟⲩⲣⲉⲁ', 'ϩⲩⲇⲟⲩⲣⲉⲁ']",[]
ⲁⲅⲟⲣⲁ,['31'],[],['ⲁⲅⲱⲣⲁ'],[]
ⲁⲅⲣⲓⲟⲥ,['34'],[],"['ⲁⲕⲣⲓⲟⲥ', 'ⲁⲅⲣⲓⲟⲛ']",[]
ⲁⲅⲓⲁⲍⲉⲓⲛ,['35'],[],['ⲁⲅⲓⲁⲍⲓⲛ'],[]
ⲁⲅⲱⲛ,['31'],[],['ⲁⲕⲱⲛ'],[]
ⲁⲇⲓⲕⲉⲓⲛ,['35'],[],"['ⲁⲇⲓⲕⲓⲛ', 'ⲁⲇⲏⲕⲓⲛ']",[]
ⲁⲕⲁⲑⲁⲣⲥⲓⲁ,['31'],[],[],[]
ⲁⲕⲁⲑⲁⲣⲧⲟⲥ,['34'],[],"['ⲁⲅⲁⲑⲁⲣⲧⲟⲥ', 'ⲁⲅⲁⲑⲁⲣⲧⲟⲛ', 'ⲁⲕⲁⲧⲁⲣⲧⲟⲛ', 'ⲁⲕⲁⲧⲁⲣⲧⲟⲥ', 'ⲁⲕⲁⲧⲁⲣⲑⲟⲛ', 'ⲁⲕⲁⲑⲁⲣⲧⲟⲛ']",[]
ⲁⲕⲣⲓⲃⲉⲓⲁ,['31'],[],"['ⲁⲕⲣⲓⲃⲓⲁ', 'ⲁⲕⲣⲏⲃⲓⲁ']",[]
ⲁⲕⲣⲓⲃⲱⲥ,['39'],[],['ⲁⲕⲣⲏⲃⲱⲥ'],[]
ⲁⲕⲣⲟⲁⲧⲏⲥ,['31'],[],[],[]
ⲁⲛⲁⲅⲕⲁⲍⲉⲓⲛ,['35'],[],"['ⲁⲛⲁⲅⲁⲍⲓⲛ', 'ⲁⲛⲁⲅⲕⲁⲍⲓⲛ']",[]
ⲁⲛⲁⲥⲧⲣⲟⲫⲏ,['31'],[],[],[]
ⲁⲛⲧⲓⲗⲉⲅⲉⲓⲛ,['35'],[],['ⲁⲛⲧⲓⲗⲉⲅⲓⲛ'],[]
ⲁⲡⲁⲝ,['39'],[],[],[]
ⲁⲡⲟⲑⲏⲕⲏ,['31'],[],"['ⲁⲡⲟⲑⲏⲕⲓ', 'ⲡⲟⲑⲏⲕⲏ']",[]
ⲁⲡⲟⲕⲁⲗⲩⲯⲓⲥ,['31'],[],['ⲁⲡⲟⲕⲁⲗⲩⲙⲯⲓⲥ'],[]
ⲁⲡⲟⲗⲟⲅⲓⲁ,['31'],[],[],[]
ⲁⲡⲟⲗⲟⲅⲉⲓⲥⲑⲁⲓ ,['35'],[' (ⲁⲡⲟⲗⲟⲅⲓⲥⲑⲉ)'],['ⲁⲡⲟⲗⲟⲅⲓⲥⲑⲉ'],[]
ⲁⲡⲟⲣⲉⲓⲛ / ⲁⲡⲟⲣⲉⲓⲥⲑⲁⲓ,['35'],[],"['ⲁⲡⲟⲣⲓⲥⲑⲉ', 'ⲁⲡⲟⲣⲓⲛ']",[]
ⲁⲡⲟⲫⲁⲥⲓⲥ ,['31'],[],['ⲁⲡⲟⲫⲁⲥⲓⲥ'],"[' ""sentence, judgment""']"
ⲁⲣⲭⲁⲓⲟⲛ ,['31'],[' (ⲁⲣⲭⲉⲟⲛ)'],['ⲁⲣⲭⲉⲟⲛ'],[]
ⲁⲣⲭⲁⲓⲟⲗⲟⲅⲓⲁ ,['31'],[' (ⲁⲣⲭⲏⲗⲟⲅⲓⲁ)'],['ⲁⲣⲭⲏⲗⲟⲅⲓⲁ'],[]
ⲁⲥⲑⲉⲛⲏⲥ,['34'],[],[],[]
ⲁⲥⲕⲏⲥⲓⲥ,['31'],[],"['ⲁⲥⲕⲓⲥⲓⲥ', 'ⲁⲥⲕⲉⲥⲓⲥ', 'ⲁⲥⲕⲩⲥⲓⲥ']",[]
ⲁⲥⲧⲣⲟⲗⲟⲅⲟⲥ,['31'],[],"['ⲟⲥⲑⲣⲟⲗⲟⲅⲟⲥ', 'ⲁⲥⲑⲣⲟⲗⲟⲅⲟⲥ']",[]
ⲃⲁⲥⲁⲛⲟⲥ,['31'],[],"['ⲃⲁⲥⲁⲍⲁⲛⲟⲥ', 'ⲃⲁⲍⲁⲛⲟⲥ']",[]
ⲃⲁⲡⲧⲓⲥⲧⲏⲥ,['31'],[],[],[]
ⲃⲁⲥⲓⲗⲓⲕⲟⲥ,['34'],[],"['ⲃⲁⲥⲓⲗⲓⲥⲕⲟⲥ', 'ⲃⲁⲥⲓⲗⲓⲕⲟⲛ']",[]
ⲟⲓⲕⲟⲩⲙⲉⲛⲓⲕⲟⲥ,['34'],[],"['ⲟⲩⲕⲟⲩⲙⲉⲛⲓⲕⲏ', 'ⲟⲓⲕⲟⲩⲙⲉⲛⲓⲕⲏ', 'ⲟⲓⲕⲟⲩⲙⲉⲛⲓⲕⲟⲛ']",[]
ⲟⲣⲫⲁⲛⲟⲥ,['31'],[],[],[]
ⲟⲣⲅⲁⲛⲟⲛ,['31'],[],[],[]
ⲟⲩⲥⲓⲁ,['31'],[],[],[]
ⲇⲓⲥⲕⲟⲥ,['31'],[],[],[]
ⲙⲁⲡⲡⲁ ,['31'],[' (Lat. mappa)'],['ⲙⲁⲡⲡⲁ'],[]
ⲧⲓⲙⲱⲣⲓⲁ,['31'],[],"['ⲧⲏⲙⲱⲣⲓⲁ', 'ⲇⲓⲙⲟⲣⲓⲁ', 'ⲇⲩⲙⲱⲣⲓⲁ', 'ⲇⲩⲙⲟⲣⲓⲁ', 'ⲇⲏⲙⲱⲣⲓⲁ', 'ϯⲙⲱⲣⲓⲁ', 'ⲇⲓⲙⲱⲣⲓⲁ']",[]
ⲉⲡⲓⲥⲧⲟⲗⲏ,['31'],[],[],[]
ⲇⲟⲩⲝ ,['31'],[' (Lat. dux)'],['ⲇⲟⲩⲝ'],[]
ⲧⲟⲗⲙⲏⲣⲓⲁ,['31'],[],['ⲇⲟⲗⲙⲏⲣⲓⲁ'],[]
ⲡⲟⲣⲛⲟⲥ,['31'],[],[],[]
ⲛⲁⲫⲣⲓ ,['1'],[],"['ⲛⲟⲫⲣⲓ', 'ⲛⲁⲡⲣⲓ', 'ⲛⲁⲫⲣⲓ']","[' ""grain, seed""']"
ϣⲱ ,['1'],[],"['ϣⲱ', 'ϣⲟ']","[' ""sand""']"
ⲛϩⲟⲩⲣ ,['5'],[],"['ⲛϩⲟⲩⲣ', 'ⲉⲛϩⲟⲩⲣ']","[' ""(cause to) tremble""']"
ⲕⲱϯ intr ,['5'],[],['ⲕⲱϯ'],"[' ""go round, wander""']"
ⲙⲃⲁⲓ ,['1'],[],['ⲙⲃⲁⲓ'],"[' ""spindle""']"
ⲙⲃⲣⲉϩⲓ ,['1'],[],"['ⲉⲙⲣⲉϩⲓ', 'ⲉⲙⲃⲣⲉϩⲓ', 'ⲉⲃⲣⲉϩⲓ', 'ⲃⲣⲉϩⲓ', 'ⲙⲃⲣⲉϩⲓ']","[' ""cart""']"
ⲙⲃⲣⲉϩⲓ ,['1'],[],"['ⲉⲙⲣⲉϩⲓ', 'ⲉⲙⲃⲣⲉϩⲓ', 'ⲉⲃⲣⲉϩⲓ', 'ⲃⲣⲉϩⲓ', 'ⲙⲃⲣⲉϩⲓ']","[' ""bitumen""']"
ⲙⲁⲃ ,['1'],[],"['ⲙⲁⲃ', 'ⲙⲁⲃ', 'ⲙⲁⲡ', 'ⲙⲁⲡ', 'ⲗ', 'ⲗ']","[' ""thirty""']"
ⲃⲟⲏⲑⲉⲓⲛ,['35'],[],['ⲃⲟⲏⲑⲓⲛ'],[]
ⲅⲁⲙⲟⲥ,['31'],[],[],[]
ⲅⲛⲱⲙⲏ,['31'],[],[],[]
ⲇⲉⲥⲡⲟⲧⲏⲥ,['31'],[],"['ⲇⲉⲥⲡⲟⲧⲏ', 'ⲧⲉⲥⲡⲟⲧⲁ', 'ⲧⲉⲥⲡⲟⲧⲏⲥ', 'ⲇⲉⲥⲡⲟⲇⲏⲥ']",[]
ⲇⲉⲭⲉⲥⲑⲁⲓ ,['35'],[' (ⲇⲉⲭⲓⲛ)'],"['ⲧⲉⲭⲓⲛ', 'ⲧⲉⲭⲓ', 'ⲧⲉⲕⲓ', 'ⲇⲉⲭⲓ', 'ⲇⲉⲭⲉⲥⲑⲉ', 'ⲇⲉⲭⲓⲛ']",[]
ⲇⲓⲁⲕⲟⲛⲓⲁ,['31'],[],"['ⲇⲓⲁⲕⲟⲛⲓ', 'ⲇⲓⲁⲕⲱⲛⲓⲁ']",[]
ⲇⲓⲁⲥⲧⲏⲙⲁ,['31'],[],"['ϯⲁⲥⲧⲏⲙⲁ', 'ⲧⲓⲁⲥⲧⲏⲙⲁ']",[]
ⲧⲓⲙⲱⲣⲉⲓⲛ,['35'],[],"['ϯⲙⲱⲣⲓⲛ', 'ⲇⲓⲙⲟⲣⲓⲛ', 'ⲧⲓⲙⲱⲣⲓⲛ', 'ⲇⲓⲙⲱⲣⲓⲛ']",[]
ⲇⲓⲟⲓⲕⲉⲓⲛ,['35'],[],"['ⲇⲓⲕⲓⲛ', 'ⲇⲓⲏⲕⲓⲛ', 'ⲇⲓⲟⲓⲕⲓⲛ', 'ⲇⲓⲱⲕⲓⲛ']",[]
ⲇⲓⲟⲓⲕⲉⲧⲏⲥ,['31'],[],['ⲇⲓⲟⲓⲕⲓⲧⲏⲥ'],[]
ⲇⲟⲕⲓⲙⲁⲍⲉⲓⲛ,['35'],[],['ⲇⲟⲕⲓⲙⲁⲍⲓⲛ'],[]
ⲇⲩⲛⲁⲧⲟⲥ,['34'],[],"['ⲧⲩⲛⲁⲧⲟⲥ', 'ⲇⲏⲛⲁⲧⲟⲥ', 'ⲇⲓⲛⲁⲧⲟⲥ']",[]
ⲉⲅⲕⲱⲙⲓⲁⲍⲉⲓⲛ,['35'],[],['ⲉⲅⲕⲱⲙⲓⲁⲍⲓⲛ'],[]
ⲉⲕⲥⲧⲁⲥⲓⲥ,['31'],[],[],[]
ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲥ,['34'],[],['ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲛ'],[]
ⲉⲡⲓⲃⲟⲩⲗⲟⲥ,['31'],[],[],[]
ⲁⲓⲯⲁⲧⲏⲥ (*) ,['34'],[],"['ⲉⲯⲁⲧⲏⲥ', 'ⲉⲡⲥⲁⲧⲏⲥ', 'ⲉⲡⲓⲥⲕⲟⲡⲟⲥ']","[' ""quick, alert""(?)']"
ⲉⲡⲟⲩⲣⲁⲛⲓⲟⲥ,['34'],[],"['ⲉⲡⲱⲣⲁⲛⲓⲟⲥ', 'ⲉⲡⲱⲣⲁⲛⲓⲟⲛ', 'ⲉⲡⲟⲩⲣⲁⲛⲓⲟⲛ']",[]
ⲉⲣⲅⲁⲧⲏⲥ,['31'],[],"['ⲉⲣⲕⲁⲧⲏⲥ', 'ⲉⲣⲅⲁⲥⲧⲏⲥ']",[]
ⲉⲩⲅⲉⲛⲏⲥ,['34'],[],[],[]
ⲉⲩⲭⲏ,['31'],[],[],[]
"ⲉⲫ"" ⲟⲥⲟⲛ",['37'],[],"['ⲉⲫⲉⲥⲟⲛ', 'ⲉⲫⲟⲥⲟⲛ']",[]
ⲍⲱⲟⲛ,['31'],[],[],[]
ⲑⲁⲛⲁⲧⲓⲕⲟⲥ,['34'],[],['ⲑⲁⲛⲁⲧⲓⲕⲟⲛ'],[]
ⲑⲉⲱⲣⲉⲓⲛ,['35'],[],"['ⲑⲉⲟⲣⲓⲛ', 'ⲑⲉⲱⲣⲓⲛ']",[]
ⲑⲩⲙⲓⲁⲧⲏⲣⲓⲟⲛ,['31'],[],['ⲑⲩⲙⲏⲁⲧⲏⲣⲓⲟⲛ'],[]
ⲓⲇⲓⲟⲥ,['34'],[],"['ⲓⲇⲏⲟⲥ', 'ⲓⲇⲏⲟⲛ', 'ⲓⲇⲓⲟⲛ']",[]
ⲕⲁⲛⲇⲏⲗⲁ ,['31'],[' (Lat. candela)'],['ⲕⲁⲛⲧⲏⲗⲁ'],[]
ⲭⲁⲗⲕⲓφⲟⲛ ,['31'],[],"['ⲭⲁⲗⲕⲓⲛ', 'ⲭⲁⲗⲕⲓⲟⲛ']","[' ""cauldron, bowl""']"
ⲕⲁⲧⲁⲗⲁⲗⲉⲓⲛ,['35'],[],['ⲕⲁⲧⲁⲗⲁⲗⲓⲛ'],[]
ⲙⲁⲅⲟⲥ,['31'],[],[],[]
ⲙⲁⲗⲁⲕⲟⲥ,['31'],[],['ⲙⲁⲗⲁⲅⲟⲥ'],[]
ⲥⲕⲱⲡⲧⲉⲓⲛ,['35'],[],['ⲥⲕⲟⲡⲧⲓⲛ'],[]
ⲕⲗⲏⲣⲓⲕⲟⲥ,['31'],[],[],[]
ⲡⲟⲗⲓⲧⲉⲩⲉⲓⲛ,['35'],[],"['ⲡⲟⲗⲩⲧⲉⲩⲓⲛ', 'ⲡⲟⲗⲏⲧⲉⲩⲓⲛ']",[]
ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ,['31'],[],[],[]
ⲟⲥⲟⲛ ,['37'],[' (ϩⲟⲥⲟⲛ)'],"['ϩⲱⲥⲟⲛ', 'ϩⲟⲥⲱⲛ', 'ϩⲟⲥⲟⲛ', 'ⲟⲥⲟⲛ', 'ϩⲟⲥ']",[]
ⲧⲱⲛ ⲡⲁⲧⲉⲣⲱⲛ ,['33'],[' (Enaton monastery)'],"['ⲧⲱⲛⲡⲁⲧⲏⲣⲱⲛ', 'ⲧⲟⲛⲡⲁⲧⲉⲣⲱⲛ']",[]
ⲕⲟⲥⲕⲉⲥ (ⲉⲃⲟⲗ) ,['5'],[],"['ⲕⲉⲥⲕⲱⲥϥ', 'ⲕⲉⲥⲕⲱⲥ', 'ⲕⲉⲥⲕⲱⲥⲟⲩ', 'ⲕⲟⲥⲕⲉⲥ']","[' ""stretch out""']"
ⲣⲓ ,['1'],[],['ⲣⲓ'],"[' ""cell, room""']"
ⲣⲓⲣ ,['1'],[],['ⲣⲓⲣ'],"[' ""swine, pig""']"
ⲭⲁⲥⲕⲉⲥ ,['5'],[],['ⲭⲁⲥⲕⲉⲥ'],"[' ""whisper""']"
ϣⲱⲧⲉⲙ ,['5'],[],"['ϣⲱⲧⲉⲙ', 'ϣⲟⲧⲉⲙ']","[' ""shut""']"
ϧⲓⲣ ,['1'],[],['ϧⲓⲣ'],"[' ""street, quarter""']"
ϧⲓⲣ (iterated) ,['1'],[],['ϧⲓⲣ'],"[' ""stripe, line""']"
ϩⲓ- ,['8'],[' (coordinator)'],"['ⲏⲓ', 'ⲉⲓ', 'ϩⲓ']",[]
ⲓⲥϫⲉⲛ (+ clause) ,['7'],[],"['ⲉⲥϫⲉⲛ', 'ⲉⲓⲥⲍⲧⲍⲉⲛ', 'ⲉⲥⲍⲧⲍⲉⲛ', 'ⲉϣϫⲏⲛ', 'ϫⲉⲛ', 'ⲉⲓⲥϫⲉⲛ', 'ⲓⲥϫⲉⲛ']","[' ""since""']"
ϣⲱⲡⲓ ,['1'],[],"['ϣⲱⲡⲓ', 'ϣⲟⲡ']","[' ""cucumber, gourd""']"
ϣⲱⲡⲓ (impers) ,['5'],[],"['ϣⲱⲡⲏ', 'ⲥⲍⲱⲡⲓ', 'ⲥⲍⲟⲩⲡⲓ', 'ϣⲱⲃⲓ', 'ϣⲱⲡⲓ']","[' ""happen (that)""']"
ϣⲱⲡⲓ ,['5'],[' (aux in coni. periphr.)'],"['ϣⲱⲡⲏ', 'ⲥⲍⲱⲡⲓ', 'ⲥⲍⲟⲩⲡⲓ', 'ϣⲱⲃⲓ', 'ϣⲱⲡⲓ']",[]
ⲛⲉϥ ,['1'],[],"['ⲛϥ', 'ⲛⲉϥ']","[' ""sailor""']"
ⲛⲱⲓⲧ ,['1'],[],['ⲛⲱⲓⲧ'],"[' ""meal""']"
ⲛⲱⲓϣ ,['1'],[],['ⲛⲱⲓϣ'],"[' ""spleen""']"
ⲛⲁⲧ ,['1'],[],"['~ⲁⲧ', 'ⲛⲁⲧ']","[' ""loom""']"
ⲛⲟⲩⲧ ,['5'],[],"['ⲛⲟⲧϥ', 'ⲛⲟⲧⲥ', 'ⲛⲟⲧⲟⲩ', 'ⲛⲟⲩⲧ']","[' ""grind, pound""']"
ⲛⲟⲩⲧⲉⲙ ,['5'],[],"['ⲛⲟⲧⲉⲙ', 'ⲛⲟⲩⲧⲉⲙ']","[' ""be sweet, pleasant""']"
ⲛⲟⲩⲧⲉⲙ ,['1'],[],['ⲛⲟⲩⲧⲉⲙ'],"[' ""sweet""']"
ⲛⲟⲩⲧϥ ,['5'],[],"['ⲛⲟⲩϥⲧ', 'ⲛⲟϥⲧⲟⲩ', 'ⲛⲉϥⲧ', 'ⲛⲉⲧϥ', 'ⲛⲟⲩⲧϥ', 'ⲛⲟⲧϥ']","[' ""dissolve, settle""']"
ⲛⲟϣⲉⲣ ,['1'],[],['ⲛⲟϣⲉⲣ'],"[' ""vulture, falcon""']"
ⲛⲉϣⲧⲉ ,['1'],[],['ⲛⲉϣⲧⲉ'],"[' ""hard, rough (person)""']"
ⲛⲟⲩϥⲉⲣ (*) ,['5'],[],"['ⲛⲟⲩϥⲉⲣ', 'ⲛⲟϥⲉⲣ']","[' ""be profitable""']"
ⲛⲟⲩϥⲧ ,['5'],[],['ⲛⲟⲩϥⲧ'],"[' ""swell""']"
ⲛⲟϩⲓ ,['1'],[],"['ⲛⲟⲩϩⲓ', 'ⲛⲟϩⲓ']","[' ""rope-maker""']"
ⲛⲟⲩϩⲓ ,['1'],[],"['ⲛⲟⲩϩⲓ', 'ⲛⲟϩⲓ']","[' ""sycamore""']"
ⲉⲛⲁⲧⲟⲛ,['33'],[],['ⲡⲓⲉⲛⲁⲧⲟⲛ'],[]
ⲕⲓⲛⲇⲩⲛⲟⲥ,['31'],[],"['ⲕⲏⲛⲇⲩⲛⲟⲥ', 'ⲕⲏⲛⲇⲓⲛⲟⲥ', 'ⲕⲩⲛⲇⲓⲛⲟⲥ', 'ⲕⲩⲛⲇⲩⲛⲟⲥ', 'ⲕⲩⲛⲇⲏⲛⲟⲥ']",[]
ⲕⲟⲗⲟⲃⲓⲟⲛ ,['31'],[' (Lat. colobium)'],['ⲕⲟⲗⲟⲃⲓⲟⲛ'],[]
ⲟⲡⲱⲣⲁ ,['31'],[' (ⲉⲡⲱⲣⲁ)'],['ⲉⲡⲱⲣⲁ'],[]
ⲟⲣⲑⲣⲓⲛⲟⲛ,['31'],[],['ⲟⲣⲑⲓⲛⲟⲛ'],[]
ⲡⲣⲟⲥⲕⲩⲛⲏⲥⲓⲥ,['31'],[],['ⲡⲣⲟⲥⲕⲩⲛⲓⲥⲓⲥ'],[]
ⲥⲭⲉⲇⲟⲛ,['39'],[],"['ⲥⲭⲉⲇⲱⲛ', 'ⲥⲭⲉⲇⲉⲟⲛ', 'ⲥⲭⲉⲧⲟⲛ']",[]
ⲭⲉⲓⲙⲱⲛ,['31'],[],"['ⲭⲏⲙⲱⲛ', 'ⲭⲓⲙⲱⲛ']",[]
ⲁⲙⲁⲗⲏϫ ,['5'],[],['ⲁⲙⲁⲗⲏϫ'],"[' ""embrace""']"
ⲁⲟⲩⲓⲛ ,['1'],[],"['ⲁⲟⲩⲓⲛ', 'ⲁⲃⲓⲛ', 'ⲁⲃⲏⲛ']","[' ""cargo, load""']"
ⲙⲙⲏⲛⲓ ,['9'],[],"['ⲙⲏⲛⲓ', 'ⲙⲙⲏⲛⲓ']","[' ""daily""']"
ⲣⲏⲥ] ⲙⲁⲣⲏⲥ ,['1'],[],['ⲙⲁⲣⲏⲥ'],"[' ""southern country""']"
ϫⲟⲓ ,['1'],[],"['ϫⲉⲛ', 'ϫⲓⲛ', 'ϫⲱⲓ', 'ϫⲱ', 'ϫⲓ', 'ϫⲟⲓ']","[' ""wall""']"
ⲇⲓⲟⲥⲕⲟⲣⲟⲥ,['32'],[],['ⲧⲓⲟⲥⲕⲟⲣⲟⲥ'],[]
ⲁⲡⲁⲥ ,['1'],[],['ⲁⲡⲁⲥ'],"[' ""old""']"
ⲙⲫⲏ ,['14'],[],"['ⲙⲫⲏ', 'ⲙⲡⲉ']","[' ""no""']"
ϣⲗⲏⲓⲙⲓ ,['1'],[],"['ϭⲗⲏⲓⲙⲓ', 'ϣⲗⲏⲓⲙⲓ']","[' ""cress, nasturtium""']"
ϣⲱⲗⲉⲙ ,['5'],[],"['ϣⲱⲗⲉⲙ', 'ϣⲉⲗⲉⲙ']","[' ""smell""']"
ϣⲱⲗⲉⲙ (m-g unclear) ,['5'],[],"['ϣⲱⲗⲉⲙ', 'ϣⲉⲗⲉⲙ']","[' ""concern""?']"
ϣⲱⲗⲉⲙ ,['5'],[],"['ϣⲱⲗⲉⲙ', 'ϣⲉⲗⲉⲙ']","[' ""draw forth"" (sword)']"
ϣⲗⲉⲙⲗⲉⲙ ,['5'],[],"['ϣⲗⲉⲙⲗⲟⲙϥ', 'ϣⲗⲉⲙⲗⲉⲙ']","[' ""breed""']"
ϣⲟⲗⲙⲉⲥ ,['1'],[],"['ϭⲟⲗⲙⲉⲥ', 'ϣⲟⲗⲙⲉⲥ']","[' ""gnat""']"
ϣⲱⲗⲡⲓ ,['1'],[],['ϣⲱⲗⲡⲓ'],"[' ""warp""']"
ϣⲉⲗϣⲏⲓⲗⲓ ,['1'],[],"['ϣⲉⲗϣⲏⲗⲓ', 'ϣⲉⲗϣⲏⲓⲗⲓ']","[' ""sour grapes""']"
ϣⲟⲗϣⲉⲗ (*) ,['5'],[],"['ϣⲟⲗϣⲉⲗ', 'ϣⲉⲗϣⲉⲗ']","[' ""shake, sift""']"
ϣϭⲟⲣ ,['1'],[],['ϣϭⲟⲣ'],"[' ""rent, hire""']"
ⲥⲭⲓⲙ ,['1'],[],"['ⲥⲭⲓⲙⲱⲛ', 'ⲥⲭⲓⲙ']","[' ""grey hair""']"
ϣⲃⲉ ,['1'],[],['ϣⲃⲉ'],"[' ""off-scouring, filth""']"
ⲑⲏⲃⲓ ,['1'],[],"['ⲑⲏⲃⲓ', 'ⲑⲉⲃⲓ', 'ⲧⲁⲓⲃⲓ', 'ⲧⲱⲃⲓ']","[' ""chest, coffin, pouch""']"
ⲧⲉⲃⲓ ,['1'],[],['ⲧⲉⲃⲓ'],"[' ""obole""']"
ⲧⲉⲃⲓ ,['1'],[],"['ⲧⲉⲡⲓ', 'ⲧⲉⲃⲓ']","[' ""strip, bandage""']"
ⲑⲱⲟⲩⲧⲥ ,['1'],[],"['ⲑⲱⲟⲩⲥ', 'ⲑⲱⲧⲥ', 'ⲑⲱⲟⲩⲧⲥ']","[' ""collection, assembly""']"
ϣⲱⲃⲧ ,['5'],[],"['ϣⲟⲃⲧⲧ', 'ϣⲟⲃⲧⲕ', 'ϣⲟⲃⲧ', 'ϣⲟⲡⲧϥ', 'ϣⲟⲡⲧⲥ', 'ϣⲱⲡⲧ', 'ϣⲟⲡⲧⲟⲩ', 'ϣⲟⲃⲧϥ', 'ϣⲟⲃⲧⲥ', 'ϣⲱⲃⲧ', 'ϣⲟⲃⲧⲟⲩ', 'ϣⲉⲃⲧ', 'ϣⲟⲡⲧ', 'ϣⲟⲡⲧⲉⲛ']","[' ""change""']"
ⲕⲁⲛⲱⲛ,['31'],[],"['ⲕⲁⲛⲟⲛ', 'ⲕⲁⲛⲟⲩⲛ']",[]
ⲡⲓⲥⲧⲁⲩ (*) ,['1'],[],"['ⲡⲓⲥⲧⲉⲟⲩⲓ', 'ⲡⲓⲥⲧⲁⲩ', 'ⲡⲓⲥⲧⲁⲩ', 'ϥ', 'ϥ']","[' ""ninety""']"
ϫⲁϥ ,['1'],[],['ϫⲁϥ'],"[' ""frost""']"
ϫⲁϥ ,['1'],[' (unclear: a disease?)'],['ϫⲁϥ'],[]
ϫⲏϥ† ,['5'],[],"['ϫⲁϥⲓ', 'ϫⲏϥ']","[' ""be of kin""']"
ϫⲱϥ intr ,['5'],[],"['ϫⲟⲩϥ', 'ϫⲁϥ', 'ϫⲱϥ', 'ϫⲏϥ']","[' ""be sharp, bitter""']"
ϣⲱⲙⲓ ,['1'],[],['ϣⲱⲙⲓ'],"[' ""cliff, precipice""']"
ϣⲙⲁ ,['5'],[],"['ϣⲙⲁ', 'ϣⲟⲙ', 'ϣⲉⲙ', 'ϣⲁⲙ']","[' ""be light, fine, subtle""']"
ⲉⲡⲱⲙⲓⲥ,['31'],[],[],[]
ⲁⲃⲱ ,['1'],[],['ⲁⲃⲱ'],"[' ""drag net""']"
ⲁⲃⲱⲕ ,['1'],[],"['ⲁⲃⲱⲕ', 'ⲁⲃⲟⲕⲓ', 'ⲁⲃⲟⲕ']","[' ""crow, raven""']"
ⲁⲃⲁϫⲏⲓⲛⲓ ,['1'],[],"['ⲃⲁϫⲏⲓⲛⲓⲧⲏⲥ', 'ⲃⲁϫⲓⲛⲓ', 'ⲃⲁϫⲏⲓⲛⲓ', 'ⲃⲁϫⲏⲛⲓ', 'ⲁⲃⲁϫⲓⲛⲓ', 'ⲁⲃⲁϫⲏⲓⲛⲓ']","[' ""glass""']"
ⲁⲓⲕ ,['1'],[],['ⲁⲓⲕ'],"[' ""consecration""']"
ⲁⲗⲕⲟⲩ ,['1'],[],"['ⲉⲗⲕⲟⲩ', 'ⲁⲗⲕⲟⲩ']","[' ""flask""']"
"ⲉⲗⲕⲱ, ⲁⲗⲕⲟⲩ ",['1'],[],"['ⲉⲗⲕⲱ', 'ⲉⲗⲕⲟ', 'ⲉⲗⲕⲟⲩ', 'ⲁⲗⲕⲟⲩ']","[' ""sycamore fruit""']"
ⲁⲗⲟⲕ ,['1'],[],['ⲁⲗⲟⲕ'],"[' ""corner, angle""']"
