ID,DICT,MOT,"MOT_TRI,C,60",CD_MOT,TYPE,"REF_LEMME,C,90",id_1,pos_1,id_2,pos_2,id_3,pos_3,id_4,pos_4,id_5,pos_5,id_6,pos_6,id_7,pos_7,id_8,pos_8,id_9,pos_9,id_10,pos_10
1632,DACT,ⲉϩⲓ,ⲉϩ  ⲓ2,1632,2,1631 1,1631,1,,,,,,,,,,,,,,,,,,
1633,DACT,ⲉϩⲓⲉⲓ,ⲉϩ  ⲓⲓ21,1633,2,1631 1,1631,1,,,,,,,,,,,,,,,,,,
1634,DACT,"ⲧⲁϣⲉⲁⲉⲓϣ ""preach""","ⲧϣⲓϣ ⲁⲉⲁ 1 ""preach""",1634,1,1634 5,1634,5,,,,,,,,,,,,,,,,,,
1635,DACT,ⲧⲁϣⲉⲁⲓϣ,ⲧϣⲓϣ ⲁⲉⲁ 2,1635,2,1634 5,1634,5,,,,,,,,,,,,,,,,,,
1636,DACT,ⲧⲁϣⲉⲁⲉⲓϣ,ⲧϣⲓϣ ⲁⲉⲁ 1,1636,2,1634 5,1634,5,,,,,,,,,,,,,,,,,,
1637,DACT,ⲙⲛⲛ,ⲙⲛⲛ,1637,2,26 8    384 5,26,8,384,5,,,,,,,,,,,,,,,,
1638,DACT,ⲉⲛⲧⲁϥ,ⲉⲛⲧϥ   ⲁ,1638,2,1113,11,13,,,,,,,,,,,,,,,,,,
1639,DACT,ⲉⲛⲧⲁⲩ,ⲉⲛⲧⲩ   ⲁ2,1639,2,1113,11,13,,,,,,,,,,,,,,,,,,
1640,DACT,"ⲟⲩⲉⲛ ""open""","ⲩⲛ ⲉ1 ""open""",1640,1,1640 5,1640,5,,,,,,,,,,,,,,,,,,
1641,DACT,ⲟⲩⲉⲛ,ⲩⲛ ⲉ1,1641,2,1640 5,1640,5,,,,,,,,,,,,,,,,,,
1642,DACT,ⲉⲟⲩⲉⲛ,ⲉⲩⲛ  ⲉ1,1642,2,4425 1   5325 1   1640 5,4425,1,5325,1,1640,5,,,,,,,,,,,,,,
1643,DACT,ⲁⲟⲩⲛ,ⲁⲩⲛ   1,1643,2,1640 5,1640,5,,,,,,,,,,,,,,,,,,
1644,DACT,"ⲟⲩⲁⲙϥ ""manger""","ⲩⲙϥ ⲁ 1 ""manger""",1644,1,1644 1,1644,1,,,,,,,,,,,,,,,,,,
1645,DACT,ⲟⲩⲁⲛϥ,ⲩⲛϥ ⲁ 1,1645,2,1644 1,1644,1,,,,,,,,,,,,,,,,,,
1646,DACT,"ϫⲓⲛϫⲓ ""emptiness""","ϫⲛϫ ⲓ ⲓ22 ""emptiness""",1646,1,1646 1   1646 9,1646,1,1646,9,,,,,,,,,,,,,,,,
1647,DACT,ϫⲓⲛϫⲓ,ϫⲛϫ ⲓ ⲓ22,1647,2,1646 1,1646,1,,,,,,,,,,,,,,,,,,
1648,DACT,"ⲣⲥⲟⲩ ""fold""","ⲣⲥ  ⲩ1 ""fold""",1648,1,1648 1,1648,1,,,,,,,,,,,,,,,,,,
1649,DACT,ⲣⲥⲟⲩ,ⲣⲥ  ⲩ1,1649,2,1648 1,1648,1,,,,,,,,,,,,,,,,,,
1650,DACT,ⲣⲥⲁⲩⲉ,ⲣⲥⲩ  ⲁⲉ2,1650,2,1648 1,1648,1,,,,,,,,,,,,,,,,,,
1651,DACT,ⲉⲛⲧⲟⲗⲏ,ⲉⲛⲧⲟⲗⲏ,1651,1,165131,1651,31,,,,,,,,,,,,,,,,,,
1652,DACT,ⲧⲟⲧⲉ,ⲧⲟⲧⲉ,1652,3,165239   2461 1,1652,39,2461,1,,,,,,,,,,,,,,,,
1653,DACT,ⲛⲟⲉⲓ,ⲛⲟⲉⲓ,1653,2,271135,2711,35,,,,,,,,,,,,,,,,,,
1654,DACT,ⲃⲟⲏⲑⲉⲓⲁ,ⲃⲟⲏⲑⲉⲓⲁ,1654,1,165431,1654,31,,,,,,,,,,,,,,,,,,
1655,DACT,ⲱ,ⲱ,1655,3,165536    41810   721710   721810,1655,36,418,10,7217,10,7218,10,,,,,,,,,,,,
1656,DACT,ⲉⲩⲫⲣⲁⲛⲉ,ⲉⲩⲫⲣⲁⲛⲉ,1656,1,165635,1656,35,,,,,,,,,,,,,,,,,,
1657,DACT,ⲅⲛⲱⲙⲏ,ⲅⲛⲱⲙⲏ,1657,1,165731,1657,31,,,,,,,,,,,,,,,,,,
1658,DACT,ⲇⲓⲁⲑⲏⲕⲏ,ⲇⲓⲁⲑⲏⲕⲏ,1658,1,165831,1658,31,,,,,,,,,,,,,,,,,,
1659,DACT,ⲁⲡⲁⲣⲭⲏ,ⲁⲡⲁⲣⲭⲏ,1659,1,165931,1659,31,,,,,,,,,,,,,,,,,,
1660,DACT,ⲧⲁⲙⲓⲉⲓⲟⲛ (ⲧⲁⲙⲓⲟⲛ),ⲧⲁⲙⲓⲉⲓⲟⲛ (ⲧⲁⲙⲓⲟⲛ),1660,1,166031,1660,31,,,,,,,,,,,,,,,,,,
1661,DACT,ⲧⲁⲙⲓⲟⲛ,ⲧⲁⲙⲓⲟⲛ,1661,2,166031,1660,31,,,,,,,,,,,,,,,,,,
1662,DACT,ⲙⲁⲥⲧⲓⲅⲟⲩ,ⲙⲁⲥⲧⲓⲅⲟⲩ,1662,1,166235,1662,35,,,,,,,,,,,,,,,,,,
1663,DACT,ⲫⲟⲣⲉⲓ,ⲫⲟⲣⲉⲓ,1663,1,166335,1663,35,,,,,,,,,,,,,,,,,,
1664,DACT,ⲛⲟⲙⲟⲥ,ⲛⲟⲙⲟⲥ,1664,1,166431,1664,31,,,,,,,,,,,,,,,,,,
1665,DACT,ⲭⲁⲣⲓⲥ,ⲭⲁⲣⲓⲥ,1665,1,166531,1665,31,,,,,,,,,,,,,,,,,,
1666,DACT,ⲥⲁⲣⲝ,ⲥⲁⲣⲝ,1666,1,166631,1666,31,,,,,,,,,,,,,,,,,,
1667,DACT,ⲃⲟⲏⲑⲉⲓ,ⲃⲟⲏⲑⲉⲓ,1667,1,166735,1667,35,,,,,,,,,,,,,,,,,,
1668,DACT,ⲁⲕⲁⲑⲁⲣⲧⲟⲥ,ⲁⲕⲁⲑⲁⲣⲧⲟⲥ,1668,1,166834,1668,34,,,,,,,,,,,,,,,,,,
1669,DACT,ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ,ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ,1669,1,166935,1669,35,,,,,,,,,,,,,,,,,,
1670,DACT,"ϩⲉⲧ ""silver""","ϩⲧ ⲉ ""silver""",1670,1,1670 1,1670,1,,,,,,,,,,,,,,,,,,
1671,DACT,~ⲉⲧ,~ⲧ ⲉ,1671,2,1670 1   2158 1,1670,1,2158,1,,,,,,,,,,,,,,,,
1672,DACT,ϩⲉⲧ,ϩⲧ ⲉ,1672,2,1670 1,1670,1,,,,,,,,,,,,,,,,,,
1673,DACT,ⲁⲃϣ,ⲁⲃϣ,1673,2,787 5,787,5,,,,,,,,,,,,,,,,,,
1674,DACT,ⲁⲃⳉ,ⲁⲃⳉ,1674,2,787 5,787,5,,,,,,,,,,,,,,,,,,
1675,DACT,ⲉⲉⲕ,ⲉⲕ,1675,2,712 5,712,5,,,,,,,,,,,,,,,,,,
1676,DACT,ⲉⲉⲧⲉ,ⲉⲧ  ⲉ,1676,2,712 5,712,5,,,,,,,,,,,,,,,,,,
1677,DACT,"ⲉⲣⲏϩ(ⲧⲉ) ""keep, guard""","ⲉⲣϩ  ⲏ ""keep, guard""",1677,1,1677 5,1677,5,,,,,,,,,,,,,,,,,,
1678,DACT,ⲉⲣⲏϩ,ⲉⲣϩ  ⲏ,1678,2,1677 5,1677,5,,,,,,,,,,,,,,,,,,
1679,DACT,ⲉⲣⲏϩⲧⲉ,ⲉⲣϩⲧ  ⲏ ⲉ,1679,2,1677 5,1677,5,,,,,,,,,,,,,,,,,,
1680,DACT,ⲉⲧⲕ,ⲉⲧⲕ,1680,2,20513   551013,205,13,5510,13,,,,,,,,,,,,,,,,
1681,DACT,"ⲉⳉⲱⲡⲉ ""if""","ⲉⳉⲡ  ⲱⲉ ""if""",1681,1,1681 7,1681,7,,,,,,,,,,,,,,,,,,
1682,DACT,ⲉⳉⲱⲡⲉ,ⲉⳉⲡ  ⲱⲉ,1682,2,1681 7,1681,7,,,,,,,,,,,,,,,,,,
1683,DACT,"ⲉϩⲟ ""treasure""","ⲉϩ  ⲟ 1 ""treasure""",1683,1,1683 1,1683,1,,,,,,,,,,,,,,,,,,
1684,DACT,ⲉϩⲟ,ⲉϩ  ⲟ,1684,2,1683 1   6661 1,1683,1,6661,1,,,,,,,,,,,,,,,,
1685,DACT,ⲉϩⲱⲣ,ⲉϩⲣ  ⲱ,1685,2,1683 1,1683,1,,,,,,,,,,,,,,,,,,
1686,DACT,"ⲉⲓⲁⲙ ""sea""","ⲓⲙ ⲁ1 1 ""sea""",1686,1,1686 1,1686,1,,,,,,,,,,,,,,,,,,
1687,DACT,ⲉⲓⲁⲙ,ⲓⲙ ⲁ1,1687,2,1686 1   1688 1,1686,1,1688,1,,,,,,,,,,,,,,,,
1688,DACT,"ⲉⲓⲁⲙ ""wine press""","ⲓⲙ ⲁ1 2 ""wine press""",1688,1,1688 1,1688,1,,,,,,,,,,,,,,,,,,
1689,DACT,ⲓⲁⲙ,ⲓⲙ ⲁ2,1689,2,1686 1   1688 1,1686,1,1688,1,,,,,,,,,,,,,,,,
1690,DACT,"ⲉⲓⲱⲧⲉ ""dew""","ⲓⲧ ⲱⲉ1 ""dew""",1690,1,1690 1,1690,1,,,,,,,,,,,,,,,,,,
1691,DACT,ⲉⲓⲱⲧⲉ,ⲓⲧ ⲱⲉ1,1691,2,1690 1,1690,1,,,,,,,,,,,,,,,,,,
1692,DACT,ⲓⲱⲧⲉ,ⲓⲧ ⲱⲉ2,1692,2,1690 1,1690,1,,,,,,,,,,,,,,,,,,
1693,DACT,ⲕⲉⲓ,ⲕ ⲓ1,1693,2,482 5   7225 5   7226 5   7227 5   7228 5,482,5,7225,5,7226,5,7227,5,7228,5,,,,,,,,,,
1694,DACT,ⲕⲁⲁⲕ,ⲕⲕ ⲁⲁ,1694,2,482 5   7225 5   7226 5   7227 5   7228 5   2996 5,482,5,7225,5,7226,5,7227,5,7228,5,2996,5,,,,,,,,
1695,DACT,ⲕⲁⲛⲉ,ⲕⲛ ⲁⲉ,1695,2,482 5   7225 5   7226 5   7227 5   7228 5,482,5,7225,5,7226,5,7227,5,7228,5,,,,,,,,,,
1696,DACT,ⲕⲁⲁⲛⲉ,ⲕⲛ ⲁⲁⲉ,1696,2,482 5   7225 5   7226 5   7227 5   7228 5,482,5,7225,5,7226,5,7227,5,7228,5,,,,,,,,,,
1697,DACT,ⲕⲁⲁⲥ,ⲕⲥ ⲁⲁ,1697,2,482 5   7225 5   7226 5   7227 5   7228 5   4011 7,482,5,7225,5,7226,5,7227,5,7228,5,4011,7,,,,,,,,
1698,DACT,ⲕⲁⲁⲧ,ⲕⲧ ⲁⲁ,1698,2,482 5   7225 5   7226 5   7227 5   7228 5,482,5,7225,5,7226,5,7227,5,7228,5,,,,,,,,,,
1699,DACT,ⲕⲁⲁϥ,ⲕϥ ⲁⲁ,1699,2,482 5   7225 5   7226 5   7227 5   7228 5,482,5,7225,5,7226,5,7227,5,7228,5,,,,,,,,,,
1700,DACT,"ⲕⲉⲕⲉ ""darkness""","ⲕⲕ ⲉⲉ ""darkness""",1700,1,1700 1,1700,1,,,,,,,,,,,,,,,,,,
1701,DACT,ⲕⲉⲕⲉ,ⲕⲕ ⲉⲉ,1701,2,1700 1,1700,1,,,,,,,,,,,,,,,,,,
1702,DACT,"ⲕⲗⲟⲟⲗⲉ ""cloud""","ⲕⲗⲗ  ⲟⲟⲉ ""cloud""",1702,1,1702 1,1702,1,,,,,,,,,,,,,,,,,,
1703,DACT,ⲕⲗⲟⲟⲗⲉ,ⲕⲗⲗ  ⲟⲟⲉ,1703,2,1702 1,1702,1,,,,,,,,,,,,,,,,,,
1704,DACT,"ⲕⲉⲉⲥ ""bone""","ⲕⲥ ⲉⲉ ""bone""",1704,1,1704 1,1704,1,,,,,,,,,,,,,,,,,,
1705,DACT,ⲕⲉⲉⲥ,ⲕⲥ ⲉⲉ,1705,2,1704 1,1704,1,,,,,,,,,,,,,,,,,,
1706,DACT,ⲕⲧⲁⲥ,ⲕⲧⲥ  ⲁ,1706,2,853 5,853,5,,,,,,,,,,,,,,,,,,
1707,DACT,ⲕⲧⲁⲩ,ⲕⲧⲩ  ⲁ2,1707,2,853 5,853,5,,,,,,,,,,,,,,,,,,
1708,DACT,ⲕⲧⲁϥ,ⲕⲧϥ  ⲁ,1708,2,853 5,853,5,,,,,,,,,,,,,,,,,,
1709,DACT,"ⲕⲱϩ ""be zealous""","ⲕϩ ⲱ ""be zealous""",1709,1,1709 5,1709,5,,,,,,,,,,,,,,,,,,
1710,DACT,ⲕⲱϩ,ⲕϩ ⲱ,1710,2,1709 5,1709,5,,,,,,,,,,,,,,,,,,
1711,DACT,"ⲗⲉⲥ ""tongue""","ⲗⲥ ⲉ ""tongue""",1711,1,1711 1,1711,1,,,,,,,,,,,,,,,,,,
1712,DACT,ⲗⲉⲥ,ⲗⲥ ⲉ,1712,2,1711 1,1711,1,,,,,,,,,,,,,,,,,,
1713,DACT,ⲙⲉⲉⲕϩ,ⲙⲕϩ ⲉⲉ,1713,2,1132 1,1132,1,,,,,,,,,,,,,,,,,,
1714,DACT,"ⲙⲟⲩⲕϩ ""afflict, oppress""","ⲙⲕϩ ⲩ 1 ""afflict, oppress""",1714,1,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1715,DACT,ⲙⲟⲩⲕϩ,ⲙⲕϩ ⲩ 1,1715,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1716,DACT,ⲙⲁⲕϩ,ⲙⲕϩ ⲁ,1716,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1717,DACT,ⲙⲁⲕϩⲕ,ⲙⲕϩⲕ ⲁ,1717,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1718,DACT,ⲙⲁⲭϩⲕ,ⲙⲕϩϩⲕ ⲁ,1718,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1719,DACT,ⲙⲁⲕϩϥ,ⲙⲕϩϥ ⲁ,1719,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1720,DACT,ⲙⲁⲭϩϥ,ⲙⲕϩϩϥ ⲁ,1720,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1721,DACT,ⲙⲁⲕϩⲥ,ⲙⲕϩⲥ ⲁ,1721,2,5371 1   1714 5,5371,1,1714,5,,,,,,,,,,,,,,,,
1722,DACT,ⲙⲁⲭϩⲥ,ⲙⲕϩϩⲥ ⲁ,1722,2,5371 1   1714 5,5371,1,1714,5,,,,,,,,,,,,,,,,
1723,DACT,ⲙⲁⲕϩⲟⲩ,ⲙⲕϩ ⲁ ⲩ1,1723,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1724,DACT,ⲙⲁⲭϩⲟⲩ,ⲙⲕϩϩ ⲁ  ⲩ1,1724,2,1714 5,1714,5,,,,,,,,,,,,,,,,,,
1725,DACT,ⲙⲁⲙ,ⲙⲙ ⲁ,1725,2,587 4,587,4,,,,,,,,,,,,,,,,,,
1726,DACT,"ⲙⲡϣⲁ ""be worthy""","ⲙⲡϣ   ⲁ 1 ""be worthy""",1726,1,1726 5,1726,5,,,,,,,,,,,,,,,,,,
1727,DACT,ⲙⲡϣⲁ,ⲙⲡϣ   ⲁ,1727,2,1728 8   1726 5,1728,8,1726,5,,,,,,,,,,,,,,,,
1728,DACT,"ⲙⲡϣⲁ ""greatly, very""","ⲙⲡϣ   ⲁ 3 ""very, greatly""",1728,1,1728 8,1728,8,,,,,,,,,,,,,,,,,,
1729,DACT,"ⲧⲁⲉⲓⲟ ""honour""","ⲧⲓ ⲁⲟ1 ""honour""",1729,1,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1730,DACT,ⲧⲁⲉⲓⲟ,ⲧⲓ ⲁⲟ1,1730,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1731,DACT,ⲙⲁⲧⲁⲉⲓⲟ,ⲙⲧⲓ ⲁⲁⲟ1,1731,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1732,DACT,ⲧⲁⲓⲁⲉⲓ,ⲧⲓⲓ ⲁⲁ21,1732,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1733,DACT,ⲧⲁⲓⲁⲓ,ⲧⲓⲓ ⲁⲁ22,1733,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1734,DACT,ⲧⲁⲉⲓⲁⲉⲓⲧ,ⲧⲓⲓⲧ ⲁⲁ 11,1734,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1735,DACT,ⲧⲁⲓⲁⲉⲓⲧ,ⲧⲓⲓⲧ ⲁⲁ 21,1735,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1736,DACT,ⲧⲁⲓⲁⲕ,ⲧⲓⲕ ⲁⲁ2,1736,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1737,DACT,ⲧⲁⲉⲓⲁⲕ,ⲧⲓⲕ ⲁⲁ1,1737,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1738,DACT,ⲧⲁⲉⲓⲁⲥ,ⲧⲓⲥ ⲁⲁ1,1738,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1739,DACT,ⲧⲁⲉⲓⲁⲩ,ⲧⲓⲩ ⲁⲁ12,1739,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1740,DACT,ⲧⲁⲉⲓⲁϥ,ⲧⲓϥ ⲁⲁ1,1740,2,1729 5,1729,5,,,,,,,,,,,,,,,,,,
1741,DACT,"ⲙⲟⲩⲧⲛⲉ (*) ""set at rest""","ⲙⲧⲛ ⲩ ⲉ1 (*) ""set at rest""",1741,1,1741 5,1741,5,,,,,,,,,,,,,,,,,,
1742,DACT,ⲙⲟⲩⲧⲛⲉ,ⲙⲧⲛ ⲩ ⲉ1,1742,2,1741 5,1741,5,,,,,,,,,,,,,,,,,,
1743,DACT,ⲙⲁⲧⲛⲉ,ⲙⲧⲛ ⲁ ⲉ,1743,2,809 5   6556 5   1741 5,809,5,6556,5,1741,5,,,,,,,,,,,,,,
1744,DACT,"ⲙⲉⲉϫⲉ ""ear""","ⲙϫ ⲉⲉⲉ ""ear""",1744,1,1744 1,1744,1,,,,,,,,,,,,,,,,,,
1745,DACT,ⲙⲉⲉϫⲉ,ⲙϫ ⲉⲉⲉ,1745,2,1744 1,1744,1,,,,,,,,,,,,,,,,,,
1746,DACT,ⲙⲉϫⲉ,ⲙϫ ⲉⲉ,1746,2,1744 1,1744,1,,,,,,,,,,,,,,,,,,
1747,DACT,"ⲛⲁⲉ ""have mercy""","ⲛ ⲁⲉ ""have mercy""",1747,1,1747 5,1747,5,,,,,,,,,,,,,,,,,,
1748,DACT,ⲛⲁⲉ,ⲛ ⲁⲉ,1748,2,1747 5   1956 5,1747,5,1956,5,,,,,,,,,,,,,,,,
1749,DACT,"ⲛⲁⲏⲧ ""merciful""","ⲛⲧ ⲁⲏ ""merciful""",1749,1,1749 1,1749,1,,,,,,,,,,,,,,,,,,
1750,DACT,ⲛⲁⲏⲧ,ⲛⲧ ⲁⲏ,1750,2,1749 1,1749,1,,,,,,,,,,,,,,,,,,
1751,DACT,"ⲙⲁϩⲉ ""walk, go""","ⲙϩ ⲁⲉ 1 ""walk, go""",1751,1,1751 5,1751,5,,,,,,,,,,,,,,,,,,
1752,DACT,ⲙⲁϩⲉ,ⲙϩ ⲁⲉ,1752,2,1751 5   1753 1   1754 1   1144 5,1751,5,1753,1,1754,1,1144,5,,,,,,,,,,,,
1753,DACT,"ⲙⲁϩⲉ ""ell, cubit""","ⲙϩ ⲁⲉ 3 ""ell, cubit""",1753,1,1753 1,1753,1,,,,,,,,,,,,,,,,,,
1754,DACT,"ⲙⲁϩⲉ ""flax""","ⲙϩ ⲁⲉ 5 ""flax""",1754,1,1754 1,1754,1,,,,,,,,,,,,,,,,,,
1755,DACT,"ⲛⲕⲁⲧⲉ ""sleep""","ⲛⲕⲧ  ⲁⲉ ""sleep""",1755,1,1755 5,1755,5,,,,,,,,,,,,,,,,,,
1756,DACT,ⲛⲕⲁⲧⲉ,ⲛⲕⲧ  ⲁⲉ,1756,2,1755 5,1755,5,,,,,,,,,,,,,,,,,,
1757,DACT,"ⲛⲟⲩⲛ ""abyss""","ⲛⲛ ⲩ1 ""abyss""",1757,1,1757 1,1757,1,,,,,,,,,,,,,,,,,,
1758,DACT,ⲛⲟⲩⲛ,ⲛⲛ ⲩ1,1758,2,1757 1,1757,1,,,,,,,,,,,,,,,,,,
1759,DACT,"ⲛⲁⳉⲧⲉ ""protection""","ⲛⳉⲧ ⲁ ⲉ ""protection""",1759,1,1759 1,1759,1,,,,,,,,,,,,,,,,,,
1760,DACT,ⲛⲁⳉⲧⲉ,ⲛⳉⲧ ⲁ ⲉ,1760,2,1759 1,1759,1,,,,,,,,,,,,,,,,,,
1761,DACT,"ⲛⲟⲩϩⲙⲉ ""save""","ⲛϩⲙ ⲩ ⲉ1 ""save""",1761,1,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1762,DACT,ⲛⲟⲩϩⲙⲉ,ⲛϩⲙ ⲩ ⲉ1,1762,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1763,DACT,ⲛⲁϩⲙⲉ,ⲛϩⲙ ⲁ ⲉ,1763,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1764,DACT,ⲛⲁϩⲙⲉⲕ,ⲛϩⲙⲕ ⲁ ⲉ,1764,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1765,DACT,ⲛⲁϩⲙⲟⲩ,ⲛϩⲙ ⲁ ⲩ1,1765,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1766,DACT,ⲛⲁϩⲙⲉⲥ,ⲛϩⲙⲥ ⲁ ⲉ,1766,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1767,DACT,ⲛⲁϩⲙⲉⲧ,ⲛϩⲙⲧ ⲁ ⲉ,1767,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1768,DACT,ⲛⲁϩⲙⲉϥ,ⲛϩⲙϥ ⲁ ⲉ,1768,2,1761 5,1761,5,,,,,,,,,,,,,,,,,,
1769,DACT,"ⲛⲁϩⲧⲉ ""trust, believe""","ⲛϩⲧ ⲁ ⲉ ""trust, believe""",1769,1,1769 5,1769,5,,,,,,,,,,,,,,,,,,
1770,DACT,ⲛⲁϩⲧⲉ,ⲛϩⲧ ⲁ ⲉ,1770,2,1769 5,1769,5,,,,,,,,,,,,,,,,,,
1771,DACT,"ⲛⲁϭⲛⲉϭ ""mock""","ⲛϭⲛϭ ⲁ ⲉ ""mock""",1771,1,1771 5,1771,5,,,,,,,,,,,,,,,,,,
1772,DACT,ⲛⲁϭⲛⲉϭ,ⲛϭⲛϭ ⲁ ⲉ,1772,2,1771 5,1771,5,,,,,,,,,,,,,,,,,,
1773,DACT,ⲛⲁϭⲛϭ,ⲛϭⲛϭ ⲁ,1773,2,1771 5,1771,5,,,,,,,,,,,,,,,,,,
1774,DACT,ⲛⲉϭⲛⲟⲩϭⲟⲩ,ⲛϭⲛϭ ⲉ ⲩⲩ11,1774,2,1771 5,1771,5,,,,,,,,,,,,,,,,,,
1775,DACT,ⲛⲉϭⲛⲟⲩϭⲥ,ⲛϭⲛϭⲥ ⲉ ⲩ 1,1775,2,1771 5,1771,5,,,,,,,,,,,,,,,,,,
1776,DACT,ⲛⲉϭⲛⲟⲩϭϥ,ⲛϭⲛϭϥ ⲉ ⲩ 1,1776,2,1771 5,1771,5,,,,,,,,,,,,,,,,,,
1777,DACT,ⲣⲉⲕⲧ,ⲣⲕⲧ ⲉ,1777,2,1187 5,1187,5,,,,,,,,,,,,,,,,,,
1778,DACT,ⲣⲉⲕⲧⲟⲩ,ⲣⲕⲧ ⲉ ⲩ1,1778,2,1187 5,1187,5,,,,,,,,,,,,,,,,,,
1779,DACT,ⲣⲉⲕⲧⲕ,ⲣⲕⲧⲕ ⲉ,1779,2,1187 5,1187,5,,,,,,,,,,,,,,,,,,
1780,DACT,ⲣⲉⲕⲧⲥ,ⲣⲕⲧⲥ ⲉ,1780,2,1187 5,1187,5,,,,,,,,,,,,,,,,,,
1781,DACT,ⲣⲉⲕⲧϥ,ⲣⲕⲧϥ ⲉ,1781,2,1187 5,1187,5,,,,,,,,,,,,,,,,,,
1782,DACT,"ⲣⲙⲙⲁⲟ ""rich""","ⲣⲙⲙ   ⲁⲟ ""rich""",1782,1,1782 1,1782,1,,,,,,,,,,,,,,,,,,
1783,DACT,ⲣⲙⲙⲁⲟ,ⲣⲙⲙ   ⲁⲟ,1783,2,1782 1,1782,1,,,,,,,,,,,,,,,,,,
1784,DACT,"ⲣⲁⲙⲡⲉ ""year""","ⲣⲙⲡ ⲁ ⲉ ""year""",1784,1,1784 1   1784 4,1784,1,1784,4,,,,,,,,,,,,,,,,
1785,DACT,ⲣⲁⲙⲡⲉ,ⲣⲙⲡ ⲁ ⲉ,1785,2,1784 1,1784,1,,,,,,,,,,,,,,,,,,
1786,DACT,ⲣⲙⲡⲉⲩⲉ,ⲣⲙⲡⲩ   ⲉⲉ2,1786,2,1784 1,1784,1,,,,,,,,,,,,,,,,,,
1787,DACT,ⲣⲡⲕⲉ,ⲣⲡⲕ   ⲉ,1787,2,59012,590,12,,,,,,,,,,,,,,,,,,
1788,DACT,"ⲣⲟ] ⲣⲱ⸗ ""mouth""","ⲣ ⲟ 5 ⲣⲱ⸗ ""mouth""",1788,1,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1789,DACT,ⲣⲱ,ⲣ ⲱ,1789,2,1788 1   1790 6,1788,1,1790,6,,,,,,,,,,,,,,,,
1790,DACT,ⲣⲟⲩ (particle),ⲣ ⲩ1 (particle),1790,1,1790 6,1790,6,,,,,,,,,,,,,,,,,,
1791,DACT,ⲣⲟⲩ,ⲣ ⲩ1,1791,2,1790 6   1788 1,1790,6,1788,1,,,,,,,,,,,,,,,,
1792,DACT,ⲣⲟ,ⲣ ⲟ,1792,2,3893 1   1788 1     23 8,3893,1,1788,1,23,8,,,,,,,,,,,,,,
1793,DACT,ⲣⲱⲉⲓ,ⲣⲓ ⲱ1,1793,2,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1794,DACT,ⲣⲱⲓ,ⲣⲓ ⲱ2,1794,2,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1795,DACT,ⲣⲱⲕ,ⲣⲕ ⲱ,1795,2,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1796,DACT,ⲣⲱⲛ,ⲣⲛ ⲱ,1796,2,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1797,DACT,ⲣⲱⲥ,ⲣⲥ ⲱ,1797,2,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1798,DACT,ⲣⲱⲟⲩ,ⲣⲩ ⲱ1,1798,2,3893 1   1788 1,3893,1,1788,1,,,,,,,,,,,,,,,,
1799,DACT,ⲣⲱϥ,ⲣϥ ⲱ,1799,2,1788 1,1788,1,,,,,,,,,,,,,,,,,,
1800,DACT,"ⲥⲁⲃⲉ ""wise, sage""","ⲥⲃ ⲁⲉ ""wise, sage""",1800,1,1800 1,1800,1,,,,,,,,,,,,,,,,,,
1801,DACT,ⲥⲁⲃⲉ,ⲥⲃ ⲁⲉ,1801,2,1800 1,1800,1,,,,,,,,,,,,,,,,,,
