ID,DICT,MOT,"MOT_TRI,C,60",CD_MOT,TYPE,"REF_LEMME,C,90",id_1,pos_1,id_2,pos_2,id_3,pos_3,id_4,pos_4,id_5,pos_5,id_6,pos_6,id_7,pos_7,id_8,pos_8,id_9,pos_9,id_10,pos_10
1,DACT,ⲡ- (def. article),86 ⲡ- (def. article),1,1,111,1,11,,,,,,,,,,,,,,,,,,
2,DACT,ⲙ,ⲙ,2,2,4 8     43 8     36 8    245 8     62 8      111    835 8    773 5   5250 1,4,8,43,8,36,8,245,8,62,8,1,11,835,8,773,5,5250,1,,
3,DACT,ⲡⲁⲣⲟⲓⲙⲓⲁ (ⲡⲁⲣϩⲟⲓⲙⲓⲁ),ⲡⲁⲣⲟⲓⲙⲓⲁ (ⲡⲁⲣϩⲟⲓⲙⲓⲁ),3,1,331,3,31,,,,,,,,,,,,,,,,,,
4,DACT,"ⲛ-, ⲙⲙⲁ⸗ (relationship)",ⲛ - 6 ⲙⲙⲁ⸗ (relationship),4,1,4 8,4,8,,,,,,,,,,,,,,,,,,
5,DACT,ⲛ,ⲛ,5,2,36 8    245 8      4 8     43 8     62 8      111     1011    835 8    773 5   685212,36,8,245,8,4,8,43,8,62,8,1,11,10,11,835,8,773,5,6852,12
6,DACT,ⲥⲟⲗⲟⲙⲱⲛ,ⲥⲟⲗⲟⲙⲱⲛ,6,1,632,6,32,,,,,,,,,,,,,,,,,,
7,DACT,ⲡ,ⲡ,7,2,111     1011,1,11,10,11,,,,,,,,,,,,,,,,
8,DACT,ϣⲏⲣⲉ,ϣⲣ ⲏⲉ,8,2,1426 1,1426,1,,,,,,,,,,,,,,,,,,
9,DACT,ⲇⲁⲩⲉⲓⲇ,ⲇⲁⲩⲉⲓⲇ,9,1,932,9,32,,,,,,,,,,,,,,,,,,
10,DACT,ⲡ- (preceding rel.),88 ⲡ- (preceding rel.),10,1,1011,10,11,,,,,,,,,,,,,,,,,,
11,DACT,ⲁ- (Aff. Perfect),33 ⲁ- (affirm. perfect),11,1,1113,11,13,,,,,,,,,,,,,,,,,,
12,DACT,ⲉⲧⲁϥ,ⲉⲧϥ  ⲁ,12,2,1113,11,13,,,,,,,,,,,,,,,,,,
13,DACT,"ⲉⲓⲣⲉ] ⲣ- ""do, be"" (& compds)","ⲓⲣ  ⲉ1  2 ""do"" (compounds)",13,1,13 5,13,5,,,,,,,,,,,,,,,,,,
14,DACT,ⲣ,ⲣ,14,2,13 5     30 5    712 5     36 8    245 8    835 8      111,13,5,30,5,712,5,36,8,245,8,835,8,1,11,,,,,,
15,DACT,ⲣⲣⲟ,ⲣⲣ  ⲟ,15,2,1188 1,1188,1,,,,,,,,,,,,,,,,,,
16,DACT,"ⳉⲛ-, ⲛⳉⲏⲧ⸗",ⳉⲛ  3 ⲛⳉⲏⲧ⸗,16,1,16 8,16,8,,,,,,,,,,,,,,,,,,
17,DACT,ⳉⲙ,ⳉⲙ,17,2,16 8    512 8,16,8,512,8,,,,,,,,,,,,,,,,
18,DACT,ⲓⲥⲣⲁⲏⲗ,ⲓⲥⲣⲁⲏⲗ,18,1,1833,18,33,,,,,,,,,,,,,,,,,,
19,DACT,ⲓⲏⲗ,ⲓⲏⲗ,19,2,1833,18,33,,,,,,,,,,,,,,,,,,
20,DACT,ⲁ- (with infinitive),"ⲁ -, ⲁⲣⲁ⸗ 2 (with infinitive)",20,1,20 8,20,8,,,,,,,,,,,,,,,,,,
21,DACT,ⲁ,ⲁ,21,2,23 8     20 8     1113     5713   598113    53813   425013   5213 4    583 1,23,8,20,8,11,13,57,13,5981,13,538,13,4250,13,5213,4,583,1,,
22,DACT,ⲙⲙⲉ,ⲙⲙ  ⲉ,22,2,1131 5,1131,5,,,,,,,,,,,,,,,,,,
23,DACT,"ⲁ-, ⲁⲣⲁ⸗","ⲁ -, ⲁⲣⲁ⸗ 1",23,1,23 8,23,8,,,,,,,,,,,,,,,,,,
24,DACT,ⲧ,ⲧ,24,2,111     1011,1,11,10,11,,,,,,,,,,,,,,,,
25,DACT,ⲥⲟⲫⲓⲁ,ⲥⲟⲫⲓⲁ,25,1,2531,25,31,,,,,,,,,,,,,,,,,,
26,DACT,"ⲙⲛ-, ⲛⲉⲙⲉ⸗",ⲙⲛ  - 3 ⲛⲉⲙⲉ⸗,26,1,26 8,26,8,,,,,,,,,,,,,,,,,,
27,DACT,ⲙⲛ,ⲙⲛ,27,2,26 8    11013    384 5      4 8     43 8,26,8,110,13,384,5,4,8,43,8,,,,,,,,,,
28,DACT,"ⲥⲃⲟⲩ ""teaching""","ⲥⲃ  ⲩ1 ""teaching""",28,1,28 1,28,1,,,,,,,,,,,,,,,,,,
29,DACT,ⲥⲃⲟⲩ,ⲥⲃ  ⲩ1,29,2,28 1,28,1,,,,,,,,,,,,,,,,,,
30,DACT,ⲉⲓⲣⲉ] ⲣ- (with Greek vbs),"ⲓⲣ  ⲉ1  3 ""do"" (greek vbs)",30,1,30 5,30,5,,,,,,,,,,,,,,,,,,
31,DACT,ⲛⲟⲓⲉ,ⲛⲟⲓⲉ,31,2,271135,2711,35,,,,,,,,,,,,,,,,,,
32,DACT,"ⲟⲩ-, ϩⲉⲛ- (indef. art.)","ⲩ 1-, ϩⲉⲛ- (indef. art.)",32,1,3210,32,10,,,,,,,,,,,,,,,,,,
33,DACT,ϩⲉⲛ,ϩⲛ ⲉ,33,2,3210,32,10,,,,,,,,,,,,,,,,,,
34,DACT,"ϣⲉϫⲉ ""speak""","ϣϫ ⲉⲉ ""speak""",34,1,34 1     34 5,34,1,34,5,,,,,,,,,,,,,,,,
35,DACT,ϣⲉϫⲉ,ϣϫ ⲉⲉ,35,2,34 5,34,5,,,,,,,,,,,,,,,,,,
36,DACT,ⲛ- (attributive),ⲛ - 2 (attributive),36,1,36 8,36,8,,,,,,,,,,,,,,,,,,
37,DACT,ⲙⲛⲧ- (nominal abstract),ⲙⲛⲧ   - (nominal abstract),37,1,3712,37,12,,,,,,,,,,,,,,,,,,
38,DACT,ⲙⲛⲧ,ⲙⲛⲧ,38,2,3712   2216 1,37,12,2216,1,,,,,,,,,,,,,,,,
39,DACT,"ⲣⲙ(ⲛ)- ""man of""",ⲣⲙⲛ   -,39,1,3912     39 4,39,12,39,4,,,,,,,,,,,,,,,,
40,DACT,ⲣⲙⲛ,ⲣⲙⲛ,40,2,3912,39,12,,,,,,,,,,,,,,,,,,
41,DACT,ϩⲏⲧ,ϩⲧ ⲏ,41,2,634 1    677 8   1631 1,634,1,677,8,1631,1,,,,,,,,,,,,,,
42,DACT,ϫⲓ,ϫ ⲓ2,42,2,900 5    905 5    617 5   1960 5,900,5,905,5,617,5,1960,5,,,,,,,,,,,,
43,DACT,"ⲛ-, ⲙⲙⲁ⸗ (object)",ⲛ - 5 ⲙⲙⲁ⸗ (object),43,1,43 8,43,8,,,,,,,,,,,,,,,,,,
44,DACT,ⲕⲧⲟ,ⲕⲧ  ⲟ,44,2,853 5   3192 5,853,5,3192,5,,,,,,,,,,,,,,,,
45,DACT,ϩⲛ,ϩⲛ,45,2,3210    462 5,32,10,462,5,,,,,,,,,,,,,,,,
46,DACT,ⲃⲱⲗ,ⲃⲗ ⲱ,46,2,837 5,837,5,,,,,,,,,,,,,,,,,,
47,DACT,ⲁⲓⲛⲓⲅⲙⲁ,ⲁⲓⲛⲓⲅⲙⲁ,47,1,4731,47,31,,,,,,,,,,,,,,,,,,
48,DACT,"ⲁⲟⲩ ""and, indeed""","ⲁⲩ  1 ""and, indeed""",48,1,48 7,48,7,,,,,,,,,,,,,,,,,,
49,DACT,ⲟⲩ,ⲩ 1,49,2,3210   1957 5   4306 5   4307 1   4308 1,32,10,1957,5,4306,5,4307,1,4308,1,,,,,,,,,,
50,DACT,ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ,ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ,50,1,5031,50,31,,,,,,,,,,,,,,,,,,
51,DACT,ⲙⲓⲉ,ⲙ ⲓⲉ2,51,2,1129 1,1129,1,,,,,,,,,,,,,,,,,,
52,DACT,ⲁⲟⲩ,ⲁⲩ  1,52,2,48 7   575214     5713    53813     1113,48,7,5752,14,57,13,538,13,11,13,,,,,,,,,,
53,DACT,ⲥⲁⲩⲧⲛⲉ,ⲥⲩⲧⲛ ⲁ  ⲉ2,53,2,1254 5,1254,5,,,,,,,,,,,,,,,,,,
54,DACT,ϩⲉⲡ,ϩⲡ ⲉ,54,2,1497 1,1497,1,,,,,,,,,,,,,,,,,,
55,DACT,ϫⲉ (purpose),ϫ ⲉ 3 (purpose),55,1,55 7,55,7,,,,,,,,,,,,,,,,,,
56,DACT,ϫⲱⲓ,ϫⲓ ⲱ2,56,2,2982 1,2982,1,,,,,,,,,,,,,,,,,,
57,DACT,ⲁ(ⲣⲉ)- (Second Present),18 ⲁⲣⲉ- (second present),57,1,5713,57,13,,,,,,,,,,,,,,,,,,
58,DACT,ⲁⲉⲓ,ⲁⲓ  1,58,2,1113     5713    53813    210 5,11,13,57,13,538,13,210,5,,,,,,,,,,,,
59,DACT,ⲛⲁ- (inst after nom subject),ⲛ ⲁ  3 (instans after nominal subject),59,1,59 5,59,5,,,,,,,,,,,,,,,,,,
60,DACT,ⲛⲁ,ⲛ ⲁ,60,2,59 5    24711     8711    34413     1113    24413   1956 5    87012    24112   5213 4,59,5,247,11,87,11,344,13,11,13,244,13,1956,5,870,12,241,12,5213,4
61,DACT,ϯ,ⲧ ⲓ3,61,2,698 5    699 5   1962 5     7513    15111      111    515 1,698,5,699,5,1962,5,75,13,151,11,1,11,515,1,,,,,,
62,DACT,"ⲛ-, ⲛⲉ⸗",ⲛ - 7 ⲛⲉ⸗,62,1,62 8,62,8,,,,,,,,,,,,,,,,,,
63,DACT,ⲃⲁⲗ,ⲃⲗ ⲁ,63,2,836 1    837 5,836,1,837,5,,,,,,,,,,,,,,,,
64,DACT,ⲁⲓⲥⲑⲏⲥⲓⲥ,ⲁⲓⲥⲑⲏⲥⲓⲥ,64,1,6431,64,31,,,,,,,,,,,,,,,,,,
65,DACT,ⲙⲉⲩⲉ,ⲙⲩ ⲉⲉ2,65,2,669 5,669,5,,,,,,,,,,,,,,,,,,
66,DACT,"ⳉⲏⲙ ""small""","ⳉⲙ ⲏ 1 ""small""",66,1,66 1,66,1,,,,,,,,,,,,,,,,,,
67,DACT,ⳉⲏⲙ,ⳉⲙ ⲏ,67,2,66 1   5573 1,66,1,5573,1,,,,,,,,,,,,,,,,
68,DACT,ⲥⲟⲫⲟⲥ,ⲥⲟⲫⲟⲥ,68,1,6831,68,31,,,,,,,,,,,,,,,,,,
69,DACT,ⲅⲁⲣ,ⲅⲁⲣ,69,1,6936,69,36,,,,,,,,,,,,,,,,,,
70,DACT,ⲡⲉⲧ- (invariable),ⲡⲧ ⲉ 3 (invariable),70,1,7012,70,12,,,,,,,,,,,,,,,,,,
71,DACT,ⲉⲧ,ⲉⲧ,71,2,33613    17512    712 5   1957 5,336,13,175,12,712,5,1957,5,,,,,,,,,,,,
72,DACT,ⲥⲱⲧⲙⲉ,ⲥⲧⲙ ⲱ ⲉ,72,2,1235 5,1235,5,,,,,,,,,,,,,,,,,,
73,DACT,"ⲡⲉⲓ̈ (dem. pronoun, general)",75 ⲡⲉⲓ,73,1,7311,73,11,,,,,,,,,,,,,,,,,,
74,DACT,ⲛⲉⲓ,ⲛⲓ ⲉ,74,2,7311   721211   721311   721411    15111     62 8,73,11,7212,11,7213,11,7214,11,151,11,62,8,,,,,,,,
75,DACT,First Present,11 ϥ- First Present,75,1,7513,75,13,,,,,,,,,,,,,,,,,,
76,DACT,ϥ,ϥ,76,2,7513    14913,75,13,149,13,,,,,,,,,,,,,,,,
77,DACT,ϩⲟⲩⲟ,ϩⲩ  ⲟ1,77,2,1505 1   1505 4,1505,1,1505,4,,,,,,,,,,,,,,,,
78,DACT,ⲇⲉ,ⲇⲉ,78,3,7836     9011,78,36,90,11,,,,,,,,,,,,,,,,
79,DACT,ⲧⳉⲡⲟ,ⲧⳉⲡ   ⲟ,79,2,763 5,763,5,,,,,,,,,,,,,,,,,,
80,DACT,ⲛⲉϥ,ⲛϥ ⲉ,80,2,8711     62 8    24413    34413   5444 1,87,11,62,8,244,13,344,13,5444,1,,,,,,,,,,
81,DACT,ϩⲙⲙⲉ,ϩⲙⲙ   ⲉ,81,2,1482 1   5453 1   5451 1,1482,1,5453,1,5451,1,,,,,,,,,,,,,,
82,DACT,ⲡⲁⲣⲁⲃⲟⲗⲏ,ⲡⲁⲣⲁⲃⲟⲗⲏ,82,1,8231,82,31,,,,,,,,,,,,,,,,,,
83,DACT,ⲉⲉⲓ,ⲉⲓ  1,83,2,20213     5713    712 5,202,13,57,13,712,5,,,,,,,,,,,,,,
84,DACT,ⲉϥ,ⲉϥ,84,2,20213     5713    53813   2541 1   2542 1    712 5,202,13,57,13,538,13,2541,1,2542,1,712,5,,,,,,,,
85,DACT,ϩⲱⲡ,ϩⲡ ⲱ,85,2,1498 5,1498,5,,,,,,,,,,,,,,,,,,
86,DACT,ϩⲏⲡ,ϩⲡ ⲏ,86,2,1498 5,1498,5,,,,,,,,,,,,,,,,,,
87,DACT,ⲡ(ⲉ)⸗ (poss. art.),90 ⲡ(ⲉ)⸗ (poss. art.),87,1,8711,87,11,,,,,,,,,,,,,,,,,,
88,DACT,ⲛⲟⲩ,ⲛ ⲩ1,88,2,8711    24413    24711     62 8,87,11,244,13,247,11,62,8,,,,,,,,,,,,
89,DACT,ⲁⲣⲭⲏ,ⲁⲣⲭⲏ,89,1,8931,89,31,,,,,,,,,,,,,,,,,,
90,DACT,ⲡⲉ (copular pronoun),84 ⲡⲉ (copular pronoun),90,1,9011,90,11,,,,,,,,,,,,,,,,,,
91,DACT,ⲧⲉ,ⲧ ⲉ,91,2,9011     8711    698 5    699 5    832 1     7836    14913    24013   7139 5     7513,90,11,87,11,698,5,699,5,832,1,78,36,149,13,240,13,7139,5,75,13
92,DACT,ϩⲛⲱϩⲉ,ϩⲛϩ  ⲱⲉ,92,2,1484 1,1484,1,,,,,,,,,,,,,,,,,,
93,DACT,ⲛⲟⲩⲛⲧⲉ,ⲛⲛⲧ ⲩ ⲉ1,93,2,863 1,863,1,,,,,,,,,,,,,,,,,,
94,DACT,ⲛⲟⲩⲧⲉ,ⲛⲧ ⲩⲉ1,94,2,863 1,863,1,,,,,,,,,,,,,,,,,,
95,DACT,"ⲛⲁⲛⲟⲩ-, ⲛⲁⲛⲟⲩ⸗","ⲛⲛ ⲁⲩ1-, ⲛⲁⲛⲟⲩ⸗",95,1,95 5,95,5,,,,,,,,,,,,,,,,,,
96,DACT,ⲛⲁⲛⲟⲩ,ⲛⲛ ⲁⲩ1,96,2,95 5,95,5,,,,,,,,,,,,,,,,,,
97,DACT,ⲟⲩⲁⲛ,ⲩⲛ ⲁ1,97,2,137010   2725 7,1370,10,2725,7,,,,,,,,,,,,,,,,
98,DACT,"ⲛⲓⲙ ""each, every""","ⲛⲙ ⲓ2 2 ""each, every""",98,1,9810,98,10,,,,,,,,,,,,,,,,,,
99,DACT,ⲛⲓⲙ,ⲛⲙ ⲓ2,99,2,9810   345510,98,10,3455,10,,,,,,,,,,,,,,,,
100,DACT,ⲉⲓⲣⲉ,ⲓⲣ  ⲉ1,100,2,712 5,712,5,,,,,,,,,,,,,,,,,,
101,DACT,ⲉⲉⲥ,ⲉⲥ ⲉ,101,2,712 5,712,5,,,,,,,,,,,,,,,,,,
102,DACT,ⲡⲉ,ⲡ ⲉ,102,2,9011    239 6     8711    548 1      111,90,11,239,6,87,11,548,1,1,11,,,,,,,,,,
103,DACT,ⲙⲉⲓⲉ,ⲙⲓ ⲉⲉ,103,2,1130 5,1130,5,,,,,,,,,,,,,,,,,,
104,DACT,ⲙⲁⲉⲓ,ⲙⲓ ⲁ1,104,2,1130 5    59913      4 8     43 8,1130,5,599,13,4,8,43,8,,,,,,,,,,,,
105,DACT,ⲁⲥⲉⲃⲏⲥ,ⲁⲥⲉⲃⲏⲥ,105,1,10531,105,31,,,,,,,,,,,,,,,,,,
106,DACT,ⳉⲱⲥϥ,ⳉⲥϥ ⲱ,106,2,1451 5,1451,5,,,,,,,,,,,,,,,,,,
107,DACT,ⲡⲁ,ⲡ ⲁ,107,2,8711    24711,87,11,247,11,,,,,,,,,,,,,,,,
108,DACT,ⲡⲕ,ⲡⲕ,108,2,8711,87,11,,,,,,,,,,,,,,,,,,
109,DACT,ⲉⲓⲱⲧ,ⲓⲧ ⲱ1,109,2,1109 1   5636 1,1109,1,5636,1,,,,,,,,,,,,,,,,
110,DACT,ⲙⲛ- (Neg. Imper.),511 ⲙⲛ- Negative Imperative,110,1,11013,110,13,,,,,,,,,,,,,,,,,,
111,DACT,ⲕⲟⲩ,ⲕ ⲩ1,111,2,482 5   7225 5   7226 5   7227 5   7228 5    480 5,482,5,7225,5,7226,5,7227,5,7228,5,480,5,,,,,,,,
112,DACT,"(ⲛ)ⲥⲉ-, ⲛⲥⲱ⸗","ⲛⲥ ⲉ-, ⲛⲥⲱ⸗",112,1,112 8,112,8,,,,,,,,,,,,,,,,,,
113,DACT,ⲛⲥⲱⲕ,ⲛⲥⲕ  ⲱ,113,2,112 8,112,8,,,,,,,,,,,,,,,,,,
114,DACT,ⲁⲛⲥⲙⲙⲉ,ⲁⲛⲥⲙⲙ     ⲉ,114,2,1597 1,1597,1,,,,,,,,,,,,,,,,,,
115,DACT,ⲧⲕ,ⲧⲕ,115,2,8711    24013   7139 5,87,11,240,13,7139,5,,,,,,,,,,,,,,
116,DACT,ⲙⲟ,ⲙ ⲟ,116,2,671 1    450 1      4 8     43 8,671,1,450,1,4,8,43,8,,,,,,,,,,,,
117,DACT,ⲙⲱ,ⲙ ⲱ,117,2,671 1    450 1,671,1,450,1,,,,,,,,,,,,,,,,
118,DACT,ⲕ,ⲕ,118,2,14913     7513,149,13,75,13,,,,,,,,,,,,,,,,
119,DACT,ⲕⲗⲁⲙ,ⲕⲗⲙ  ⲁ,119,2,1116 1,1116,1,,,,,,,,,,,,,,,,,,
120,DACT,ϩⲙⲁⲧ,ϩⲙⲧ  ⲁ,120,2,1483 1   5323 1,1483,1,5323,1,,,,,,,,,,,,,,,,
121,DACT,"ⲁϫⲛ-, ⲁϫⲱ⸗","ⲁϫⲛ   -, ⲁϫⲱ⸗",121,1,121 8,121,8,,,,,,,,,,,,,,,,,,
122,DACT,ⲁϫⲛ,ⲁϫⲛ,122,2,121 8    327 8,121,8,327,8,,,,,,,,,,,,,,,,
123,DACT,ⲁⲡⲉ,ⲁⲡ  ⲉ,123,2,1598 1,1598,1,,,,,,,,,,,,,,,,,,
124,DACT,ⲕⲗⲉⲗ,ⲕⲗⲗ  ⲉ,124,2,1115 1,1115,1,,,,,,,,,,,,,,,,,,
125,DACT,ⲛⲟⲩⲃ,ⲛⲃ ⲩ1,125,2,869 1,869,1,,,,,,,,,,,,,,,,,,
126,DACT,ⲙⲉⲕϩ,ⲙⲕϩ ⲉ,126,2,1132 1,1132,1,,,,,,,,,,,,,,,,,,
127,DACT,ⲙⲛⲧⲉ- (Neg. Caus. Imp.),54 ⲙⲛⲧⲉ- (neg. caus. imp.),127,1,12713,127,13,,,,,,,,,,,,,,,,,,
128,DACT,ⲙⲛⲧⲉ,ⲙⲛⲧ   ⲉ,128,2,12713   1021 5,127,13,1021,5,,,,,,,,,,,,,,,,
129,DACT,ⲣⲱⲙⲉ,ⲣⲙ ⲱⲉ,129,2,889 1,889,1,,,,,,,,,,,,,,,,,,
130,DACT,ⲣⲉϥ-,ⲣϥ ⲉ-,130,1,13012,130,12,,,,,,,,,,,,,,,,,,
131,DACT,ⲣⲉϥ,ⲣϥ ⲉ,131,2,13012,130,12,,,,,,,,,,,,,,,,,,
132,DACT,ⲛⲁⲃⲉ,ⲛⲃ ⲁⲉ,132,2,868 1,868,1,,,,,,,,,,,,,,,,,,
133,DACT,ⲡⲗⲁⲛⲁ,ⲡⲗⲁⲛⲁ,133,2,401235   401335,4012,35,4013,35,,,,,,,,,,,,,,,,
134,DACT,ⲙⲙⲁⲕ,ⲙⲙⲕ  ⲁ,134,2,4 8     43 8,4,8,43,8,,,,,,,,,,,,,,,,
135,DACT,ⲟⲩⲇⲉ,ⲟⲩⲇⲉ,135,2,185737   533739,1857,37,5337,39,,,,,,,,,,,,,,,,
136,DACT,ⲟⲩⲱⳉⲉ,ⲩⳉ ⲱⲉ1,136,2,668 5,668,5,,,,,,,,,,,,,,,,,,
137,DACT,ⲁϣⲁ- (Conditional),69 ⲁϣⲁ- (conditional),137,1,13713,137,13,,,,,,,,,,,,,,,,,,
138,DACT,ⲁⲩϣⲁ,ⲁⲩϣ   ⲁ2,138,2,13713,137,13,,,,,,,,,,,,,,,,,,
139,DACT,ⲥⲁⲡⲥⲡ,ⲥⲡⲥⲡ ⲁ,139,2,1222 5,1222,5,,,,,,,,,,,,,,,,,,
140,DACT,ⲥⲉⲡⲥⲱⲡⲕ,ⲥⲡⲥⲡⲕ ⲉ ⲱ,140,2,1222 5,1222,5,,,,,,,,,,,,,,,,,,
141,DACT,ⲉⲩ,ⲉⲩ  2,141,2,20213     5713    712 5,202,13,57,13,712,5,,,,,,,,,,,,,,
142,DACT,ϫⲟⲩ,ϫ ⲩ1,142,2,617 5   5964 5   5407 1   2982 1,617,5,5964,5,5407,1,2982,1,,,,,,,,,,,,
143,DACT,ⲙⲙⲁⲥ,ⲙⲙⲥ  ⲁ,143,2,43 8      4 8,43,8,4,8,,,,,,,,,,,,,,,,
144,DACT,"ϫⲉ (discourse, explicatory)","ϫ ⲉ 1 (discourse, explic.)",144,1,144 7,144,7,,,,,,,,,,,,,,,,,,
145,DACT,ϫⲉ,ϫ ⲉ,145,2,144 7    400 7     55 7   2560 5   2562 5    617 5   1960 5    476 8,144,7,400,7,55,7,2560,5,2562,5,617,5,1960,5,476,8,,,,
146,DACT,"ⲁⲙⲟⲩ ""come!""","ⲁⲙ  ⲩ1 ""come!""",146,1,146 5,146,5,,,,,,,,,,,,,,,,,,
147,DACT,ⲁⲙⲟⲩ,ⲁⲙ  ⲩ1,147,2,146 5,146,5,,,,,,,,,,,,,,,,,,
148,DACT,ⲛⲉⲙⲉⲛ,ⲛⲙⲛ ⲉⲉ,148,2,26 8,26,8,,,,,,,,,,,,,,,,,,
149,DACT,ⲧⲉ- (Conjunctive),60 ⲧⲉ- (conjunctive),149,1,14913,149,13,,,,,,,,,,,,,,,,,,
150,DACT,ⲕⲟⲓⲛⲟⲛⲉⲓ,ⲕⲟⲓⲛⲟⲛⲉⲓ,150,2,309335,3093,35,,,,,,,,,,,,,,,,,,
151,DACT,ⲡⲓ- (dem. article),82 ⲡⲓ-,151,1,15111,151,11,,,,,,,,,,,,,,,,,,
152,DACT,ⲡⲓ,ⲡ ⲓ2,152,2,15111   4370 1,151,11,4370,1,,,,,,,,,,,,,,,,
153,DACT,ⳉⲱⲧⲃⲉ,ⳉⲧⲃ ⲱ ⲉ,153,2,667 5,667,5,,,,,,,,,,,,,,,,,,
154,DACT,ⲧⲛ,ⲧⲛ,154,2,7513    14913    24013   7139 5    652 8   7209 8     8711,75,13,149,13,240,13,7139,5,652,8,7209,8,87,11,,,,,,
155,DACT,ⲕⲁϩ,ⲕϩ ⲁ,155,2,854 1,854,1,,,,,,,,,,,,,,,,,,
156,DACT,ⲇⲓⲕⲁⲓⲟⲥ,ⲇⲓⲕⲁⲓⲟⲥ,156,1,15634,156,34,,,,,,,,,,,,,,,,,,
157,DACT,ⳉⲛ,ⳉⲛ,157,2,16 8   4766 5    512 8   7168 7,16,8,4766,5,512,8,7168,7,,,,,,,,,,,,
158,DACT,ϭⲁⲛⲥ,ϭⲛⲥ ⲁ,158,2,906 1,906,1,,,,,,,,,,,,,,,,,,
159,DACT,ⲛϭⲁⲛⲥ,ⲛϭⲛⲥ  ⲁ,159,2,906 9,906,9,,,,,,,,,,,,,,,,,,
160,DACT,ⲱⲙⲕ,ⲱⲙⲕ,160,2,1389 5,1389,5,,,,,,,,,,,,,,,,,,
161,DACT,ⲁⲙⲕϥ,ⲁⲙⲕϥ,161,2,1389 5,1389,5,,,,,,,,,,,,,,,,,,
162,DACT,ⳉⲉ,ⳉ ⲉ,162,2,859 1   1406 1,859,1,1406,1,,,,,,,,,,,,,,,,
163,DACT,ⲛⲧⳉⲉ,ⲛⲧⳉ   ⲉ,163,2,859 9,859,9,,,,,,,,,,,,,,,,,,
164,DACT,ⲁⲙⲛⲧⲉ,ⲁⲙⲛⲧ    ⲉ,164,2,1625 3,1625,3,,,,,,,,,,,,,,,,,,
165,DACT,ⲱⲛⳉ,ⲱⲛⳉ,165,2,1392 5   1949 5,1392,5,1949,5,,,,,,,,,,,,,,,,
166,DACT,ⲁⲛⳉ,ⲁⲛⳉ,166,2,1392 5   1949 5,1392,5,1949,5,,,,,,,,,,,,,,,,
167,DACT,ϥⲓ,ϥ ⲓ2,167,2,748 5   2243 5   2715 5,748,5,2243,5,2715,5,,,,,,,,,,,,,,
168,DACT,ⲡϥ,ⲡϥ,168,2,8711,87,11,,,,,,,,,,,,,,,,,,
169,DACT,ⲁⲃⲁⲗ,ⲁⲃⲗ  ⲁ,169,2,836 9,836,9,,,,,,,,,,,,,,,,,,
170,DACT,ϩⲓϫⲱϥ,ϩϫϥ ⲓⲱ2,170,2,256 8,256,8,,,,,,,,,,,,,,,,,,
171,DACT,ϩⲓϫⲙ,ϩϫⲙ ⲓ 2,171,2,256 8,256,8,,,,,,,,,,,,,,,,,,
172,DACT,ⲛⲉⲛ,ⲛⲛ ⲉ,172,2,62 8    24413     8711,62,8,244,13,87,11,,,,,,,,,,,,,,
173,DACT,ϩⲛⲟ,ϩⲛ  ⲟ,173,2,555 1,555,1,,,,,,,,,,,,,,,,,,
174,DACT,ϩⲛⲁⲩⲉ,ϩⲛⲩ  ⲁⲉ2,174,2,555 1,555,1,,,,,,,,,,,,,,,,,,
175,DACT,"ⲉⲧⲉ-, ⲉⲧ- (rel. converter)","ⲉⲧ  ⲉ-, ⲉⲧ- (rel. converter)",175,1,17512,175,12,,,,,,,,,,,,,,,,,,
176,DACT,"ⲛⲁϣⲉ-, ⲛⲁϣⲱ⸗","ⲛϣ ⲁⲉ-, ⲛⲁϣⲱ⸗",176,1,176 5,176,5,,,,,,,,,,,,,,,,,,
177,DACT,ⲛⲁϣⲱⲟⲩ,ⲛϣⲩ ⲁⲱ1,177,2,176 5,176,5,,,,,,,,,,,,,,,,,,
178,DACT,ⲧⲙ,ⲧⲙ,178,2,34312    652 8   7209 8     7513    14913    24013     8711,343,12,652,8,7209,8,75,13,149,13,240,13,87,11,,,,,,
179,DACT,ⲙⲟⲩϩ,ⲙϩ ⲩ1,179,2,1144 5   1145 5,1144,5,1145,5,,,,,,,,,,,,,,,,
180,DACT,ⲙⲁϩ,ⲙϩ ⲁ,180,2,46912   1144 5,469,12,1144,5,,,,,,,,,,,,,,,,
181,DACT,ⲛⲛ,ⲛⲛ,181,2,8711      111      4 8     43 8     62 8     36 8    245 8    835 8    24413,87,11,1,11,4,8,43,8,62,8,36,8,245,8,835,8,244,13,,
182,DACT,ⲏⲉⲓ,ⲏⲓ  1,182,2,478 1,478,1,,,,,,,,,,,,,,,,,,
183,DACT,ⳉⲱⲗ,ⳉⲗ ⲱ,183,2,1444 5   1445 5,1444,5,1445,5,,,,,,,,,,,,,,,,
184,DACT,ⲧⲱⲕⲉ,ⲧⲕ ⲱⲉ,184,2,1080 5   1079 5   3740 5,1080,5,1079,5,3740,5,,,,,,,,,,,,,,
185,DACT,ⲕⲗⲏⲣⲟⲥ,ⲕⲗⲏⲣⲟⲥ,185,1,18531,185,31,,,,,,,,,,,,,,,,,,
