COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⲛⲉ- ,['13'],[' (Neg. Absolute Future)'],"['ⲛⲛⲉ', 'ⲛⲛⲉⲕ', 'ⲛⲛⲟⲩ', 'ⲛⲉⲧⲙ', 'ⲛⲉⲧⲛⲛ', 'ⲉⲛⲉⲥ', 'ⲉⲛⲉⲕ', 'ⲉⲛⲟⲩ', 'ⲛⲛⲁ', 'ⲛⲉⲧⲛ', 'ⲛⲉⲕ', 'ⲉⲛⲁ', 'ⲉⲛⲉ', 'ⲛⲉⲥ', 'ⲛⲛⲉⲥ', 'ⲛⲛⲉϥ', 'ⲉⲛⲉϥ', 'ⲛⲉ', 'ⲛⲛ', 'ⲛⲉⲛ', 'ⲛⲟⲩ', 'ⲛⲉϥ', 'ⲛⲁ']",[]
ⲛ- ,['8'],[' (identity)'],"['ⲛⲛ', 'ⲣ', 'ⲛ', 'ⲙ']",[]
"ⲡⲁ-, ⲡⲱ⸗ ",['11'],[' (poss. pronoun)'],"['~ⲱⲧⲛⲉ', 'ⲛⲟⲩⲉ', 'ⲛⲱⲟⲩ', 'ⲛⲱⲧⲛⲉ', 'ⲛⲱⲛ', 'ⲛⲱⲥ', 'ⲛⲱϥ', 'ⲛⲱⲉ', 'ⲛⲱⲕ', 'ⲛⲱⲓ', 'ⲛⲱⲉⲓ', 'ⲧⲱⲟⲩ', 'ⲧⲱⲧⲛⲉ', 'ⲧⲱⲛ', 'ⲧⲱⲥ', 'ⲧⲱϥ', 'ⲧⲱⲓ', 'ⲧⲱⲉⲓ', 'ⲡⲱⲟⲩ', 'ⲡⲱⲧⲛⲉ', 'ⲡⲱⲛ', 'ⲡⲱⲥ', 'ⲡⲱϥ', 'ⲡⲱⲉ', 'ⲡⲱⲕ', 'ⲡⲱⲓ', 'ⲡⲱⲉⲓ', 'ⲧⲱⲕ', 'ⲧⲁ', 'ⲡⲟⲩ', 'ⲧⲟⲩ', 'ⲡⲁ', 'ⲛⲟⲩ', 'ⲛⲁ']",[]
ⳉⲓⲣ ,['1'],[],['ⳉⲓⲣ'],"[' ""street""']"
"ⲟⲩⲛⲧⲉ-, ⲟⲩⲛⲧⲉ⸗",['5'],[],"['ⲩⲛⲧⲉⲛ', 'ⲩⲛⲧⲉⲓ', 'ⲟⲩⲛⲧⲉϥⲥ', 'ⲟⲩⲛⲧⲛ', 'ⲟⲩⲛⲧⲏⲧⲛⲉ', 'ⲟⲩⲛⲧⲉⲛ', 'ⲟⲩⲛⲧⲉϥⲥⲟⲩ', 'ⲩⲛⲧⲉϥ', 'ⲩⲛⲧⲉⲥ', 'ⲩⲛⲧⲉⲕ', 'ⲩⲛⲧⲉⲩ', 'ⲩⲛⲧⲟⲩ', 'ⲩⲛⲧϥ', 'ⲩⲛⲧⲥ', 'ⲩⲛⲧⲕ', 'ⲩⲛϯ', 'ⲩⲛⲧⲉ', 'ⲟⲩⲛⲧⲉⲩ', 'ⲟⲩⲛⲧⲟⲩ', 'ⲟⲩⲛⲧⲥ', 'ⲟⲩⲛⲧⲉϥ', 'ⲟⲩⲛⲧϥ', 'ⲟⲩⲛⲧⲉⲕ', 'ⲟⲩⲛⲧⲕ', 'ⲟⲩⲛⲧⲉ', 'ⲟⲩⲛϯ', 'ⲟⲩⲛⲧⲉⲓ', 'ⲟⲩⲛⲧⲉⲥ']",[]
ⲡⲁⲣⲣⲏⲥⲓⲁ ,['31'],[' (ⲡⲁⲣϩⲏⲥⲓⲁ)'],"['ⲡⲁⲣⲣⲏⲥⲓⲁ', 'ⲡⲁⲣϩⲏⲥⲓⲁ']",[]
ⲡⲗⲁⲧⲓⲁ,['31'],[],[],[]
ⲡⲁⲣⲣⲏⲥⲓⲁ ,['39'],[' (adv.)'],"['ⲡⲁⲣⲣⲏⲥⲓⲁ', 'ⲡⲁⲣϩⲏⲥⲓⲁ']",[]
"ϩⲓϫⲛ-, ϩⲓϫⲱ⸗",['8'],[],"['ϩⲓϫⲛⲛ', 'ϩⲓϫⲱⲉⲓ', 'ϩⲓϫⲱⲓ', 'ϩⲓϫⲱⲧⲛⲉ', 'ϩⲓϫⲱⲩ', 'ϩⲓϫⲱⲟⲩ', 'ϩⲓϫⲱⲥ', 'ϩⲓϫⲱⲛ', 'ϩⲓϫⲱⲕ', 'ϩⲓϫⲟⲩ', 'ϩⲓϫⲛ', 'ϩⲓϫⲙ', 'ϩⲓϫⲱϥ']",[]
ⳉⲁⲣⲉ- ,['13'],[' (Aff. Aorist)'],"['ⲛⲉⳉⲁⲣⲉϥ', 'ⲛⲉⳉⲁⲣⲉⲧⲉⲧⲛ', 'ⲛⲉⳉⲁⲣⲉⲥ', 'ⲛⲉⳉⲁⲣⲟⲩ', 'ⲛⲉⳉⲁⲣⲉ', 'ⲁⳉⲁⲣⲉⲧⲉⲧⲛ', 'ⲁⳉⲁⲣⲛ', 'ⲁⳉⲁⲣⲉⲕ', 'ⲁⳉⲁⲣⲓ', '~ⲧⳉⲁⲣⲉ', 'ⲁⳉⲁⲣⲉϥ', 'ⲁⳉⲁⲣⲉⲥ', 'ⲁⳉⲁⲣⲟⲩ', 'ⲁⳉⲁⲣⲉ', '~ⲧⳉⲁⲣⲉϥ', '~ⲧⳉⲁⲣⲉⲥ', '~ⲧⳉⲁⲣⲟⲩ', 'ⲉⲧⳉⲁⲣⲉⲧⲉⲧⲛ', 'ⲉⲧⳉⲁⲣⲉϥ', 'ⲉⲧⳉⲁⲣⲉⲥ', 'ⲉⲧⳉⲁⲣⲛ', 'ⲉⲧⳉⲁⲣⲉⲕ', 'ⲉⲧⳉⲁⲣⲓ', 'ⲉⲧⳉⲁⲣⲟⲩ', 'ⲉⲧⳉⲁⲣⲉ', 'ⲉⲧⲉⳉⲁⲣⲉϥ', 'ⲉⲧⲉⳉⲁⲣⲉⲥ', 'ⲉⲧⲉⳉⲁⲣⲟⲩ', 'ⲉⲧⲉⳉⲁⲣⲉ', 'ⲉⳉⲁⲣⲉⲧⲉⲧⲛ', 'ⲉⳉⲁⲣⲉϥ', 'ⲉⳉⲁⲣⲉⲥ', 'ⲉⳉⲁⲣⲛ', 'ⲉⳉⲁⲣⲉⲕ', 'ⲉⳉⲁⲣⲟⲩ', 'ⲉⳉⲁⲣⲓ', 'ⲉⳉⲁⲣⲉ', 'ⳉⲁⲣⲉϥ', 'ⳉⲁⲣⲉⲧⲉⲧⲛ', 'ⳉⲁⲣⲛ', 'ⳉⲁⲣⲉⲕ', 'ⳉⲁⲣⲟⲩ', 'ⳉⲁⲣⲓ', 'ⳉⲁⲣⲉ', 'ⳉⲁⲣⲉⲥ', '~ⲧⳉⲁⲣⲓ']",[]
ⲡⲩⲗⲏ,['31'],[],[],[]
ⲡⲟⲗⲓⲥ,['31'],[],[],[]
ⲁⲧ- ,['12'],[' (+ noun)'],"['ⲁⲧⲑ', 'ⲁϫ', 'ⲁⲧ', 'ⲁⲑ']",[]
ⲉⲡⲓⲑⲩⲙⲉⲓ,['35'],[],['ⲉⲡⲓⲑⲩⲙⲓ'],[]
ϣⲱⲥ ,['5'],[],"['ϣⲁⲥⲟⲩ', 'ϣⲁⲥϥ', 'ϣⲏⲥ', 'ϣⲁⲥ', 'ϣⲱⲥ']","[' ""scorn, despise""']"
ⲛⲧⲁⲣⲉ- ,['13'],[' (Temporal)'],"['ⲛⲧⲁⲣϥ', 'ⲛⲧⲁⲣⲉϥ', 'ⲛⲧⲁⲣⲉⲥ', 'ⲛⲧⲁⲣⲛ', 'ⲛⲧⲁⲣⲉⲕ', 'ⲛⲧⲁⲣⲓ', 'ⲛⲧⲁⲣⲉ', 'ⲛⲧⲁⲣⲟⲩ']",[]
"ⲉⲓⲥ-] ⲉⲓⲥⲡⲉ, -ⲧⲉ ",['14'],[],"['ⲉⲓⲥⲡⲉ', 'ⲉⲓⲥⲧⲉ']","[' ""lo, behold""']"
ⲡⲛⲟⲏ,['31'],[],[],[]
-ⲧⲏⲛⲉ ,['10'],[' (suffix pronoun)'],"['~ⲏⲛⲉ', 'ⲧⲏⲛⲉ']",[]
ⲙⲡⲉ- ,['13'],[' (Neg. Perfect)'],"['~ⲧⲉⲙⲡⲉ', 'ⲉⲧⲟⲩⲡⲟⲩ', 'ⲉⲧⲉⲙⲡⲛ', 'ⲉⲧⲉⲙⲡϥ', 'ⲉⲧⲉⲙⲡⲉⲧⲛ', 'ⲉⲧⲉⲙⲡⲥ', 'ⲉⲧⲉⲙⲡⲕ', 'ⲉⲧⲉⲙⲡⲟⲩ', 'ⲉⲧⲉⲙⲡⲓ', 'ⲉⲧⲉⲙⲡⲉ', 'ⲛⲡⲟⲩ', 'ⲛⲡⲉⲧⲛ', 'ⲛⲡⲛ', 'ⲛⲡⲥ', 'ⲛⲡϥ', 'ⲛⲡⲕ', 'ⲛⲡⲓ', 'ⲛⲡⲉ', 'ⲉⲙⲡϥ', 'ⲉⲙⲡⲉⲧⲛ', 'ⲉⲙⲡⲥ', 'ⲉⲙⲡⲛ', 'ⲉⲙⲡⲕ', 'ⲉⲙⲡⲟⲩ', 'ⲉⲙⲡⲓ', 'ⲉⲙⲡⲉ', 'ⲙⲡⲉ', 'ⲙⲡⲥ', 'ⲙⲡⲕ', 'ⲙⲡⲛ', 'ⲙⲡⲓ', 'ⲙⲡϥ', 'ⲙⲡⲟⲩ', 'ⲙⲡⲉⲧⲛ', 'ⲡⲟⲩ']",[]
ⲁⲗⲗⲁ,['37'],[],['ⲁⲗⲗ'],[]
ⲁⲧ- ,['12'],[' (+ infinitive)'],"['ⲁⲧⲑ', 'ⲁϫ', 'ⲁⲧ', 'ⲁⲑ']",[]
"ⲉⲧⲃⲉ-, ⲉⲧⲃⲏⲏⲧ⸗",['8'],[],"['ⲉⲧⲃⲏⲧ', 'ⲉⲧⲃⲏⲧϥ', 'ⲉⲧⲃⲏⲧⲥ', 'ⲉⲧⲃⲏⲧⲛⲉ', 'ⲉⲧⲃⲏⲧⲕ', 'ⲉⲧⲃⲏⲧⲉ', 'ⲉⲧⲃⲏⲏⲧⲥ', 'ⲉⲧⲃⲏⲏⲧⲛⲉ', 'ⲉⲧⲃⲏⲏⲧⲕ', 'ⲉⲧⲃⲏⲏⲧⲉ', 'ⲉⲧⲃⲏⲏⲧ', 'ⲉⲧⲃⲏⲧⲟⲩ', 'ⲉⲧⲃⲏⲏⲧϥ', 'ⲉⲧⲃⲏⲏⲧⲟⲩ', 'ⲉⲧⲃⲉ']",[]
ϩⲟⲩⲟⲩ⸗,['15'],[],"['ϩⲟⲩⲕ', 'ϩⲟⲩϥ', 'ϩⲟⲩⲛⲉ', 'ϩⲟⲩⲉ', 'ϩⲟⲩ', 'ϩⲟⲩⲟⲩⲉ', 'ϩⲟⲩⲟⲩⲥ', 'ϩⲟⲩⲟⲩⲛⲉ', 'ϩⲟⲩⲟⲩⲕ', 'ϩⲟⲩⲟⲩⲧⲉ', 'ⳉⲟⲩⲧ', 'ϩⲟⲩⲟⲩϥ', 'ϩⲟⲩⲧ', 'ϩⲟⲩⲟⲩⲧ', 'ϩⲓ']",[]
ⳉⲁⲧⲏⲟⲩ ,['1'],[],"['ⳉⲁⲧⲏⲩ', 'ⳉⲉⲧⲏⲟⲩ', 'ⳉⲁⲧⲏⲟⲩ']","[' ""whirlwind""']"
"ⲁϫⲛ-, ⲁϫⲛⲧ⸗",['8'],[],"['ⲁϫⲙ', 'ⲁϫⲛ']",[]
ⲑⲗⲓⲯⲓⲥ,['31'],[],['ⲑⲗⲓⲯⲉⲓⲥ'],[]
"ⲟⲩⲃⲉ-, ⲟⲩⲃⲏ⸗",['8'],[],"['ⲟⲩⲃⲏⲛⲉ', 'ⲟⲩⲃⲏⲉⲓ', 'ⲟⲩⲃⲉ', 'ⲟⲩⲃⲏϥ', 'ⲟⲩⲃⲏⲟⲩ', 'ⲟⲩⲃⲏⲩ', 'ⲟⲩⲃⲏⲥ', 'ⲟⲩⲃⲏⲛ', 'ⲟⲩⲃⲏⲕ', 'ⲟⲩⲃⲏⲓ']",[]
ⲉⲧ- ,['13'],[' (rectus)'],"['ⲉϫ', '~ⲧⲛⲁ', 'ⲉⲧⲛⲁ', '~ϯ', '~ⲑ', 'ⲉⲧⲁ', '~ⲧ', 'ⲉⲑ', 'ⲉϯ', 'ⲉⲧ']",[]
"ⲧⲙ-, ⲧⲙⲛ- ",['12'],[' (negation of inf.)'],"['ⲧⲙⲛⲧⲉ', 'ⲧⲙⲧⲉ', 'ⲧⲙⲛ', 'ⲧⲙ']",[]
ⲛⲁ,['13'],[' (Imperfect)'],"['ⲉⲧⲛⲁⲧⲉⲧⲛ', 'ⲉⲧⲛⲁϥ', 'ⲉⲧⲛⲁⲩ', 'ⲉⲧⲛⲁⲥ', 'ⲉⲧⲉⲛⲁ', 'ⲉⲧⲛⲁ', 'ⲛⲁⲣⲉ', '~ⲛⲁϥ', 'ⲉⲛⲉⲩ', 'ⲉⲛⲁⲩ', 'ⲉⲛⲁⲧⲉⲧⲛ', 'ⲉⲛⲁⲛ', 'ⲉⲛⲁⲥ', 'ⲉⲛⲁϥ', 'ⲉⲛⲁⲕ', 'ⲉⲛⲁⲓ', 'ⲉⲛⲁⲉⲓ', 'ⲉⲛⲁ', 'ⲉⲛⲉϥ', 'ⲛⲁⲉⲓ', 'ⲛⲁⲓ', 'ⲛⲁⲕ', 'ⲛⲁϥ', 'ⲛⲁⲥ', 'ⲛⲁⲛ', 'ⲛⲁⲧⲉⲧⲛ', 'ⲛⲁⲩ', 'ⲛⲉ', 'ⲛⲉϥ', 'ⲛⲁ']",[]
ⲁⲛ ,['6'],[],"['ⲁⲙ', 'ⲁⲛ']","[' ""again""']"
ϣⲉ ,['1'],[],"['ϣⲉⲉ', 'ϣⲉⲛⲧϥ', 'ϣⲉⲛⲧⲥ', 'ϣⲉⲉⲛⲧⲟⲩ', 'ϣⲉⲛⲧⲟⲩ', 'ϣⲉ']","[' ""nose""']"
ⲕⲁⲣⲡⲟⲥ,['31'],[],[],[]
ⲉⲓⲣⲏⲛⲏ,['31'],[],['~ⲣⲏⲛⲏ'],[]
ⲙⲛ- ,['5'],[' (neg. existential)'],"['ⲙⲛⲛ', 'ⲙⲙⲛ', 'ⲙⲛ']",[]
ⲟⲩⲛ- ,['5'],[' (affirm. existential)'],"['ⲟⲩⲛⲛ', 'ⲩⲛ', 'ⲟⲩⲛ']",[]
ⲕⲣⲓⲛⲟⲛ,['31'],[],[],[]
ϫⲉ ,['7'],[' (causal)'],"['ⲭ', 'ⲛϫⲉ', 'ϫ', 'ϫⲉ']",[]
"ⲉⲓⳉⲡⲉ, ⳉⲡⲉ ",['7'],[],"['ⳉⲡⲉ', 'ⲉⲓⳉⲡⲉ']","[' ""if""']"
ⲭⲟⲣⲧⲟⲥ,['31'],[],[],[]
ⲡⲟⲥⲱ,['39'],[],[],[]
ⲙⲁⲗⲗⲟⲛ,['39'],[],[],[]
ⲡⲓⲥⲧⲓⲥ,['31'],[],[],[]
ⲙⲡⲣ- ,['13'],[' (Neg. Imper.)'],"['ⲡⲣ', 'ⲙⲡⲱⲣ', 'ⲙⲡⲣ']",[]
ⲟ ,['10'],[],"['ⲱ', 'ⲟ']","[' ""what?""']"
ⲧⲏⲣ⸗,['15'],[],"['ⲧⲏⲣ', 'ⲧⲏⲣⲧⲏⲛⲉ', 'ⲧⲏⲣⲛⲉ', 'ⲧⲏⲣⲥ', 'ⲧⲏⲣϥ', 'ⲧⲏⲣⲕ', 'ⲧⲏⲣⲧ', 'ⲧⲏⲣⲟⲩ']",[]
ⲕⲟⲥⲙⲟⲥ,['31'],[],[],[]
ⲭⲣⲉⲓⲁ,['31'],[],[],[]
ⲡⲗⲏⲛ,['37'],[],[],[]
ⲟⲩⲁϩⲉ (*) ,['1'],[],['ⲟⲩⲁϩⲉ'],"[' ""oasis""']"
ⲛⲉⲓ̈ⲉⲧ⸗,['5'],[],"['ⲛⲉⲉⲓⲉⲧⲟⲩ', 'ⲛⲉⲉⲓⲉⲧϥ', 'ⲛⲉⲉⲓⲉⲧⲥ', 'ⲛⲉⲉⲓⲉⲧⲕ', 'ⲛⲉⲓⲉⲧϥ', 'ⲛⲉⲓⲉⲧⲥ', 'ⲛⲉⲓⲉⲧⲕ', 'ⲛⲉⲓⲉⲧⲟⲩⲉ', 'ⲛⲉⲓⲉⲧⲟⲩ', 'ⲛⲉⲉⲓⲉⲧⲟⲩⲉ']",[]
ⲙⲟ ,['1'],[],"['ⲛⲙⲙⲟ', 'ⲛⲙⲟ', 'ⲙⲙⲱ', 'ⲁⲙⲟ', 'ⲙⲙⲟ', 'ⲙⲱ', 'ⲙⲟ']","[' ""that place""']"
ⲛⲏⲟⲩ† ,['5'],[],"['ⲛⲛⲏⲟⲩ', 'ⲛⲛⲏⲩ', 'ⲛⲏⲟⲩ', 'ⲛⲏⲩ']","[' ""be coming""']"
ⲣⲁⲉⲓⲥ ,['5'],[],"['ⲣⲁⲓⲥ', 'ⲣⲁⲉⲓⲥ']","[' ""be awake""']"
ⲙⲟⲩⲣ ,['5'],[],"['ⲙⲟⲩⲣ', 'ⲙⲣ', 'ⲙⲏⲣ', 'ⲙⲁⲣⲕ', 'ⲙⲁⲣⲧ', 'ⲙⲁⲣⲟⲩ', 'ⲙⲁⲣⲛ', 'ⲙⲁⲣⲥ', 'ⲙⲁⲣϥ']","[' ""bind, gird""']"
ϩⲓⲛⲉ ,['5'],[],"['ϩⲓⲛⲉ', 'ϩⲛ']","[' ""bend""']"
ⲧⲟⲩⲱ⸗ ,['1'],[],"['ⲧⲟⲩⲟⲟⲩ', 'ⲧⲟⲩⲱⲧⲛⲉ', 'ⲧⲟⲩⲱⲓ', 'ⲧⲟⲩⲱⲕ', 'ⲧⲟⲩⲱϥ', 'ⲧⲟⲩⲱⲥ', 'ⲧⲟⲩⲱⲟⲩ']","[' ""bosom, lap""']"
"ϩⲓ⸗, ϩⲓⲱ(ⲱ)⸗",['8'],[],[],[]
ⲇⲓⲁⲕⲟⲛⲉⲓ,['35'],[],['ⲇⲓⲁⲕⲟⲛⲓ'],[]
ⲙⲁϩ- ,['12'],[' (ordinal)'],"['~ⲁϩ', 'ⲙⲁϩ']",[]
ⲥⲛⲟ ,['1'],[],"['ⲛⲡⲥⲛⲟ', 'ⲙⲡⲥⲛⲟ', 'ⲥⲛⲁⲩⲥⲉ', 'ⲥⲛⲁⲟⲩⲥ', 'ⲥⲛⲁⲩⲥ', 'ⲥⲛⲟ', 'ⲥⲛⲧⲉ']","[' ""two""']"
ⳉⲁⲙⲧ ,['1'],[],"['ⳉⲛⲧⲉ', 'ⳉⲛⲧ', 'ⳉⲁⲙⲧ', 'ⳉⲁⲙⲧⲉ']","[' ""three""']"
ⲛϭⲓ- ,['8'],[' (subject marker)'],"['ⲛϭⲉⲓ', 'ϭⲓ', 'ⲛϭⲉ', 'ⲛϭⲓ', 'ϭⲉ', 'ϫⲉ']",[]
ⲏⲓ̈ ,['1'],[],"['ⲏⲟⲩ', 'ⲏⲓ', 'ⲏⲉⲓ']","[' ""house""']"
ⲕⲟⲩ] ⲕⲁ- ,['5'],[' (compounds)'],"['ⲕⲟ', 'ⲕⲁ', 'ⲕⲟⲩ']",[]
ⲕⲟⲩ ,['5'],[],"['ⲕⲁⲩⲉ', 'ⲕⲟ', '~ⲁⲁⲛⲉ', 'ⲕⲁⲥ', 'ⲕⲁⲕ', 'ⲕⲁⲟⲩⲉ', 'ⲕⲁⲁⲧⲉ', 'ⲕⲁⲁϥ', 'ⲕⲁⲁⲧ', 'ⲕⲁⲁⲥ', 'ⲕⲁⲁⲛⲉ', 'ⲕⲁⲛⲉ', 'ⲕⲁⲁⲕ', 'ⲕⲉⲓ', 'ⲕⲁⲉ', 'ⲕⲁⲧ', 'ⲕⲁⲁⲩⲉ', 'ⲕⲟⲩⲟⲩ', 'ⲕⲁ', 'ϭⲟⲩ', 'ⲕⲟⲩ']","[' ""put, let""']"
ϭⲱⲧϩ ,['5'],[],"['ϭⲁⲑ', 'ⲕⲁⲧϩ', 'ϭⲁⲧϩ', 'ϭⲱⲧϩ']","[' ""pierce, break, smash""']"
ⲥⲁⲃⲧⲉ ,['5'],[],"['~ⲁⲃⲧⲉ', 'ⲥⲃⲧⲱⲧⲛ', 'ⲥⲃⲧⲱⲧⲕ', 'ⲥⲃⲧⲟⲧⲟⲩ', 'ⲥⲃⲧⲱⲧ', 'ⲥⲃⲧⲉ', 'ⲥⲃⲧⲱⲧϥ', 'ⲥⲃⲧⲱⲧⲥ', 'ⲥⲃⲧⲱⲧⲟⲩ', 'ⲥⲃⲧⲁⲧ', 'ⲥⲁⲃⲧⲉ']","[' ""make ready""']"
"ⲡⲁϫⲉ-, ⲡⲁϫⲉ⸗",['5'],[],"['ⲙⲁϫⲉϥ', 'ⲙⲁϫⲉ', 'ⲡⲁϫⲏⲧⲛⲉ', 'ⲡⲁϫⲉⲛ', 'ⲡⲁϫⲉⲕ', 'ⲡⲁϫⲉⲉⲓ', 'ⲡⲁϫⲉⲓ', 'ⲡⲁϫⲉⲩ', 'ⲡⲁϫⲉⲥ', 'ⲡⲁϫⲉϥ', 'ⲡⲁϫⲉ']",[]
ⲡⲉⲧⲣⲟⲥ,['32'],[],['ⲡⲉⲧⲣⲉ'],[]
ⲙⲙⲁⲛ (in ϫⲛ~ ,['6'],[],['ⲙⲙⲁⲛ'],"[' ""or rather""']"
ⲙⲙⲁⲛ (*) ,['6'],[],['ⲙⲙⲁⲛ'],"[' ""indeed""']"
ⲃⲁⲡⲧⲓⲥⲙⲁ,['31'],[],[],[]
ⲧⲣⲉ- ,['13'],[' (Caus. Inf.)'],"['~ⲣⲟⲩ', 'ⲧⲣⲉ', 'ⲧⲣⲟⲩ', 'ⲧⲣⲉⲥ', 'ⲧⲣⲉϥ', 'ⲧⲣⲉⲧⲉⲧⲛ', 'ⲧⲣⲉⲧⲛ', 'ⲧⲣⲁ']",[]
ⲃⲁⲡⲧⲓⲍⲉ,['35'],[],[],[]
ϭⲟⲩ ,['5'],[],"['ϭⲉⲉⲧ', 'ϭⲟⲩ']","[' ""stay""']"
ϣⲁⲧⲉ- ,['13'],[' (Limitative)'],"['ϣⲁⲛⲧⲉ', 'ϣⲁⲧⲥ', 'ϣⲁⲧⲉⲧⲛ', 'ϣⲁⲧⲛ', 'ϣⲁⲧⲕ', 'ϣⲁⲧⲟⲩ', 'ϣⲁϯ', 'ϣⲁⲧⲉ', 'ϣⲁⲧϥ']",[]
ⲙⲙⲁⲛ ,['14'],[],['ⲙⲙⲁⲛ'],"[' ""no, not""']"
ϫⲛ(ⲛ)- ,['8'],[],"['ⳉⲛⲙ', 'ϫⲉⲛⲧ', 'ϫⲙ', 'ϫⲛⲙ', 'ϫⲛⲧ', 'ϫⲛ', 'ϫⲓⲛ', 'ⳉⲛⲛ', 'ϫⲛⲛ', 'ⳉⲛ', 'ⳉⲙ']","[' ""since, from""']"
ϯⲟⲩ ,['1'],[],"['~', 'ϯⲉ', 'ϯⲟⲩ', 'ⲉ', 'ϯ']","[' ""five""']"
ⲅⲁⲗⲓⲗⲁⲓⲟⲥ,['33'],[],[],[]
ⲡⲓⲗⲁⲧⲟⲥ,['32'],[],['ⲡⲉⲓⲗⲁⲧⲟⲥ'],[]
ⲑⲩⲥⲓⲁ,['31'],[],['~ⲩⲥⲓⲁ'],[]
ⲁⲣⲉ- ,['13'],[' (Conditional)'],"['ⲁⲣ', 'ⲁⲛ', 'ⲁⲥ', 'ⲁϥ', 'ⲁⲕ', 'ⲁⲓ', 'ⲁⲣⲉ', 'ⲁⲧⲉⲧⲛ', 'ⲁⲩ', 'ⲉϥ', 'ⲁⲉⲓ', 'ⲁⲟⲩ', 'ⲁ']",[]
ⲙⲉⲧⲁⲛⲟⲉⲓⲛ ,['35'],[' (ⲙⲉⲧⲁⲛⲟⲓ̈ⲉ)'],"['ⲙⲉⲧⲁⲛⲟⲓⲉ', 'ⲙⲉⲧⲁⲛⲟⲉⲓⲉ']",[]
ⲗⲱⲧ,['32'],[],[],[]
ⲥⲟⲇⲟⲙⲁ,['33'],[],[],[]
ⲡⲉ ,['1'],[],"['ⲡⲏⲩⲉ', 'ⲡⲏⲟⲩⲉ', 'ⲡⲉ']","[' ""sky, heaven""']"
ϫⲙⲡⲏⲓ̈ ,['1'],[],"['ϫⲙⲡⲏⲉⲓ', 'ϫⲙⲡⲏⲓ']","[' ""roof""']"
ϩⲛⲟ ,['1'],[],"['ϩⲛⲉ', 'ϩⲛⲉⲛ', 'ϩⲛⲱ', 'ϩⲛⲁⲟⲩⲉ', 'ϩⲛⲁⲩⲉ', 'ϩⲛⲟ']","[' ""vessel, thing""']"
ⲙⲡⲣⲧ,['13'],[' (Neg. Caus. Imp.)'],"['ⲙⲡⲣⲧⲉ', 'ⲙⲡⲣⲧⲉⲥ', 'ⲙⲡⲣⲧⲟⲩ', 'ⲙⲡⲣⲧⲉϥ']",[]
(ⲥ)ϩⲓⲙⲉ ,['1'],[],"['ϩⲓⲁⲁⲙⲉ', 'ⲥϩⲓⲁⲙⲉ', 'ϩⲓⲁⲙⲉ', 'ϩⲓⲙⲉ', 'ⲥϩⲓⲙⲉ', '~ⲓⲙⲉ']","[' ""woman, female""']"
ⲟⲩⳉⲓ ,['1'],[],"['ⲟⲩⳉⲉⲓ', 'ⲟⲩⲁⳉⲁⲩⲉ', 'ⲟⲩⳉⲁⲩⲉ', 'ⲟⲩⳉⲓ']","[' ""night""']"
ϭⲗⲁϭ ,['1'],[],['ϭⲗⲁϭ'],"[' ""bed""']"
ⲙⲏⲭⲁⲛⲏ,['31'],[],['ⲙⲏϫⲁⲛⲏ'],[]
ⲟⲩⲉ ,['1'],[],"['ⲩⲉ', 'ⲟⲩⲓⲉ', 'ⲟⲩⲉⲉⲓⲉ', '~ⲉ', 'ⲟⲩⲉⲓⲉ', 'ⲟⲩⲉ', 'ⲁ']","[' ""one""']"
ⲙⲁ ,['1'],[],"['ⲁⲡⲙⲁ', 'ⲙⲁⲙ', 'ⲙⲁⲛ', 'ⲙⲁ', 'ⲙⲁ']","[' ""place""']"
ⲥⲱⲙⲁ,['31'],[],[],[]
ⲕⲉ ,['1'],[],"['ⲧⲕⲉ', 'ⲡⲕⲉ', 'ⲕⲉⲕⲉⲉⲩⲉ', 'ⲕⲉⲕⲉⲩⲉ', 'ⲕⲉⲕⲉⲟⲩⲉ', 'ⲣⲡⲕⲉ', 'ⲕⲉ', 'ⲕⲉ', 'ϭⲉ', 'ϭⲉ']","[' ""another""']"
ⲁⲉⲧⲟⲥ,['31'],[],['ⲉⲧⲟⲥ'],[]
ⲉⲅⲕⲁⲕⲉⲓ,['35'],[],[],[]
ⲕⲣⲓⲧⲏⲥ,['31'],[],[],[]
